Summary by Sample
Dataset Name:, C:\Elandata\Dataset\1403-11-29
,Net Intensity,,,,Concentration
,Value,SD,RSD,Units,Value,SD,RSD,Units
Sample ID:,BLANK FX
Method File:,mix 1&2&3 geology2.mth
Calibration File:,8.cal
Tl205,1.56e+003,,,cps,0.317,,,ppm
Ge74,110,,,cps,0.12,,,ppm
Hf180,791,,,cps,0.559,,,ppm
Mo98,1.6e+003,,,cps,1.46,,,ppm
Nb93,1.49e+004,,,cps,1.66,,,ppm
Sb121,2.05e+003,,,cps,1.76,,,ppm
Sn118,943,,,cps,0.277,,,ppm
W184,1.79e+003,,,cps,1.79,,,ppm
Zr90,3.9e+004,,,cps,15.8,,,ppm
As75,2.e+004,,,cps,58.6,,,ppm
V51,2.25e+005,,,cps,119,,,ppm
Cr52,5.04e+004,,,cps,22.8,,,ppm
Ni60,1.2e+004,,,cps,16.6,,,ppm
Cu63,3.89e+004,,,cps,24.4,,,ppm
Zn66,1.67e+004,,,cps,40.4,,,ppm
Th232,9.03e+003,,,cps,2.54,,,ppm
Sc45,3.54e+004,,,cps,9.6,,,ppm
Y89,1.92e+004,,,cps,4.41,,,ppm
La139,3.85e+004,,,cps,9.,,,ppm
Ce140,7.09e+004,,,cps,19.1,,,ppm
Pr141,8.64e+003,,,cps,1.96,,,ppm
Nd142,7.93e+003,,,cps,6.61,,,ppm
Sm152,2.85e+003,,,cps,2.25,,,ppm
Eu153,2.61e+003,,,cps,1.09,,,ppm
Gd158,3.16e+003,,,cps,2.68,,,ppm
Tb159,1.04e+003,,,cps,0.231,,,ppm
Dy164,1.33e+003,,,cps,1.08,,,ppm
Ho165,838,,,cps,0.194,,,ppm
Er166,1.11e+003,,,cps,0.749,,,ppm
Tm169,361,,,cps,8.08e-002,,,ppm
Yb174,883,,,cps,0.59,,,ppm
Lu175,315,,,cps,7.87e-002,,,ppm
U238,2.31e+003,,,cps,0.635,,,ppm
Ga69,4.7e+004,,,cps,10.7,,,ppm
Sample ID:,2613-211
Method File:,mix 1&2&3 geology2.mth
Calibration File:,8.cal
Be9,74.,,,cps,0.19,,,ppm
Bi209,116,,,cps,3.08e-002,,,ppm
Cd111,113,,,cps,0.151,,,ppm
Cs133,3.33e+003,,,cps,0.6,,,ppm
Co59,7.38e+004,,,cps,17.,,,ppm
Pb208,1.52e+005,,,cps,49.7,,,ppm
Rb85,3.49e+004,,,cps,9.82,,,ppm
Se82,-26.1,,,cps,-0.566,,,ppm
Ag107,3.6e+003,,,cps,1.62,,,ppm
Te130,-73.3,,,cps,-0.444,,,ppm
Ta181,320,,,cps,2.44e-002,,,ppm
Tl205,537,,,cps,0.108,,,ppm
Ge74,-74.6,,,cps,-8.07e-002,,,ppm
Hf180,1.05e+003,,,cps,0.735,,,ppm
Mo98,797,,,cps,0.725,,,ppm
Nb93,5.72e+003,,,cps,0.636,,,ppm
Sb121,246,,,cps,0.211,,,ppm
Sn118,877,,,cps,0.256,,,ppm
W184,224,,,cps,0.224,,,ppm
Zr90,6.23e+004,,,cps,25.2,,,ppm
As75,1.2e+004,,,cps,35.,,,ppm
V51,2.76e+005,,,cps,145,,,ppm
Cr52,3.14e+005,,,cps,141,,,ppm
Ni60,4.24e+004,,,cps,58.5,,,ppm
Cu63,5.39e+004,,,cps,33.6,,,ppm
Zn66,1.8e+004,,,cps,43.3,,,ppm
Th232,2.89e+003,,,cps,0.81,,,ppm
Sc45,8.21e+004,,,cps,22.2,,,ppm
Y89,4.37e+004,,,cps,9.96,,,ppm
La139,2.05e+004,,,cps,4.78,,,ppm
Ce140,3.23e+004,,,cps,8.65,,,ppm
Pr141,6.61e+003,,,cps,1.49,,,ppm
Nd142,6.28e+003,,,cps,5.22,,,ppm
Sm152,2.07e+003,,,cps,1.62,,,ppm
Eu153,1.61e+003,,,cps,0.671,,,ppm
Gd158,2.65e+003,,,cps,2.23,,,ppm
Tb159,1.53e+003,,,cps,0.338,,,ppm
Dy164,2.32e+003,,,cps,1.88,,,ppm
Ho165,1.66e+003,,,cps,0.384,,,ppm
Er166,1.67e+003,,,cps,1.12,,,ppm
Tm169,727,,,cps,0.162,,,ppm
Yb174,1.67e+003,,,cps,1.11,,,ppm
Lu175,694,,,cps,0.172,,,ppm
U238,881,,,cps,0.241,,,ppm
Ga69,3.5e+004,,,cps,7.96,,,ppm
Sample ID:,2613-212
Method File:,mix 1&2&3 geology2.mth
Calibration File:,8.cal
Be9,84.,,,cps,0.221,,,ppm
Bi209,197,,,cps,5.35e-002,,,ppm
Cd111,127,,,cps,0.175,,,ppm
Cs133,4.54e+003,,,cps,0.84,,,ppm
Co59,9.24e+004,,,cps,21.8,,,ppm
Pb208,1.48e+005,,,cps,49.6,,,ppm
Rb85,4.57e+004,,,cps,13.2,,,ppm
Se82,37.9,,,cps,0.843,,,ppm
Ag107,3.85e+003,,,cps,1.77,,,ppm
Te130,8.97,,,cps,5.57e-002,,,ppm
Ta181,385,,,cps,3.01e-002,,,ppm
Tl205,481,,,cps,9.94e-002,,,ppm
Ge74,-580,,,cps,-0.643,,,ppm
Hf180,1.02e+003,,,cps,0.736,,,ppm
Mo98,877,,,cps,0.818,,,ppm
Nb93,7.28e+003,,,cps,0.83,,,ppm
Sb121,265,,,cps,0.232,,,ppm
Sn118,1.35e+003,,,cps,0.405,,,ppm
W184,263,,,cps,0.27,,,ppm
Zr90,5.85e+004,,,cps,24.3,,,ppm
As75,2.73e+004,,,cps,81.8,,,ppm
V51,1.64e+005,,,cps,88.4,,,ppm
Cr52,6.86e+005,,,cps,317,,,ppm
Ni60,6.18e+004,,,cps,87.4,,,ppm
Cu63,6.12e+004,,,cps,39.2,,,ppm
Zn66,2.37e+004,,,cps,58.4,,,ppm
Th232,3.22e+003,,,cps,0.923,,,ppm
Sc45,9.28e+004,,,cps,25.7,,,ppm
Y89,4.28e+004,,,cps,10.,,,ppm
La139,2.3e+004,,,cps,5.48,,,ppm
Ce140,3.55e+004,,,cps,9.73,,,ppm
Pr141,6.68e+003,,,cps,1.55,,,ppm
Nd142,6.56e+003,,,cps,5.58,,,ppm
Sm152,2.05e+003,,,cps,1.65,,,ppm
Eu153,1.54e+003,,,cps,0.658,,,ppm
Gd158,2.76e+003,,,cps,2.38,,,ppm
Tb159,1.54e+003,,,cps,0.35,,,ppm
Dy164,2.24e+003,,,cps,1.86,,,ppm
Ho165,1.59e+003,,,cps,0.376,,,ppm
Er166,1.7e+003,,,cps,1.17,,,ppm
Tm169,720,,,cps,0.164,,,ppm
Yb174,1.66e+003,,,cps,1.13,,,ppm
Lu175,718,,,cps,0.183,,,ppm
U238,865,,,cps,0.243,,,ppm
Ga69,3.85e+004,,,cps,8.97,,,ppm
Sample ID:,2613-213
Method File:,mix 1&2&3 geology2.mth
Calibration File:,8.cal
Be9,68.,,,cps,0.173,,,ppm
Bi209,97.7,,,cps,2.57e-002,,,ppm
Cd111,141,,,cps,0.187,,,ppm
Cs133,3.15e+003,,,cps,0.563,,,ppm
Co59,8.35e+004,,,cps,19.,,,ppm
Pb208,1.24e+005,,,cps,40.2,,,ppm
Rb85,3.61e+004,,,cps,10.1,,,ppm
Se82,40.,,,cps,0.86,,,ppm
Ag107,2.8e+003,,,cps,1.24,,,ppm
Te130,20.4,,,cps,0.122,,,ppm
Ta181,260,,,cps,1.97e-002,,,ppm
Tl205,415,,,cps,8.28e-002,,,ppm
Ge74,-201,,,cps,-0.215,,,ppm
Hf180,1.01e+003,,,cps,0.702,,,ppm
Mo98,828,,,cps,0.746,,,ppm
Nb93,5.49e+003,,,cps,0.604,,,ppm
Sb121,211,,,cps,0.178,,,ppm
Sn118,890,,,cps,0.257,,,ppm
W184,207,,,cps,0.205,,,ppm
Zr90,5.71e+004,,,cps,22.9,,,ppm
As75,1.46e+004,,,cps,42.4,,,ppm
V51,2.28e+005,,,cps,118,,,ppm
Cr52,5.38e+005,,,cps,240,,,ppm
Ni60,4.64e+004,,,cps,63.5,,,ppm
Cu63,5.94e+004,,,cps,36.7,,,ppm
Zn66,1.79e+004,,,cps,42.6,,,ppm
Th232,2.56e+003,,,cps,0.709,,,ppm
Sc45,9.54e+004,,,cps,25.5,,,ppm
Y89,4.35e+004,,,cps,9.82,,,ppm
La139,2.01e+004,,,cps,4.63,,,ppm
Ce140,2.88e+004,,,cps,7.63,,,ppm
Pr141,6.12e+003,,,cps,1.37,,,ppm
Nd142,5.95e+003,,,cps,4.9,,,ppm
Sm152,1.91e+003,,,cps,1.49,,,ppm
Eu153,1.5e+003,,,cps,0.619,,,ppm
Gd158,2.59e+003,,,cps,2.16,,,ppm
Tb159,1.48e+003,,,cps,0.325,,,ppm
Dy164,2.25e+003,,,cps,1.81,,,ppm
Ho165,1.67e+003,,,cps,0.383,,,ppm
Er166,1.76e+003,,,cps,1.17,,,ppm
Tm169,713,,,cps,0.157,,,ppm
Yb174,1.62e+003,,,cps,1.07,,,ppm
Lu175,665,,,cps,0.164,,,ppm
U238,634,,,cps,0.172,,,ppm
Ga69,4.07e+004,,,cps,9.16,,,ppm
Sample ID:,2613-214
Method File:,mix 1&2&3 geology2.mth
Calibration File:,8.cal
Be9,67.,,,cps,0.174,,,ppm
Bi209,112,,,cps,2.99e-002,,,ppm
Cd111,116,,,cps,0.157,,,ppm
Cs133,3.32e+003,,,cps,0.605,,,ppm
Co59,7.86e+004,,,cps,18.3,,,ppm
Pb208,1.43e+005,,,cps,47.1,,,ppm
Rb85,3.64e+004,,,cps,10.4,,,ppm
Se82,21.8,,,cps,0.478,,,ppm
Ag107,2.7e+003,,,cps,1.22,,,ppm
Te130,-49.2,,,cps,-0.301,,,ppm
Ta181,259,,,cps,2.e-002,,,ppm
Tl205,507,,,cps,0.103,,,ppm
Ge74,-69.3,,,cps,-7.56e-002,,,ppm
Hf180,979,,,cps,0.695,,,ppm
Mo98,683,,,cps,0.628,,,ppm
Nb93,5.36e+003,,,cps,0.602,,,ppm
Sb121,195,,,cps,0.168,,,ppm
Sn118,961,,,cps,0.283,,,ppm
W184,215,,,cps,0.217,,,ppm
Zr90,5.24e+004,,,cps,21.4,,,ppm
As75,1.18e+004,,,cps,34.8,,,ppm
V51,1.85e+005,,,cps,97.7,,,ppm
Cr52,5.41e+005,,,cps,246,,,ppm
Ni60,5.41e+004,,,cps,75.3,,,ppm
Cu63,5.23e+004,,,cps,33.,,,ppm
Zn66,1.87e+004,,,cps,45.3,,,ppm
Th232,2.72e+003,,,cps,0.768,,,ppm
Sc45,8.8e+004,,,cps,24.,,,ppm
Y89,3.99e+004,,,cps,9.2,,,ppm
La139,1.95e+004,,,cps,4.58,,,ppm
Ce140,3.02e+004,,,cps,8.16,,,ppm
Pr141,5.71e+003,,,cps,1.3,,,ppm
Nd142,5.19e+003,,,cps,4.35,,,ppm
Sm152,1.8e+003,,,cps,1.43,,,ppm
Eu153,1.27e+003,,,cps,0.536,,,ppm
Gd158,2.6e+003,,,cps,2.22,,,ppm
Tb159,1.33e+003,,,cps,0.297,,,ppm
Dy164,2.03e+003,,,cps,1.66,,,ppm
Ho165,1.54e+003,,,cps,0.359,,,ppm
Er166,1.66e+003,,,cps,1.13,,,ppm
Tm169,726,,,cps,0.163,,,ppm
Yb174,1.53e+003,,,cps,1.02,,,ppm
Lu175,645,,,cps,0.162,,,ppm
U238,661,,,cps,0.183,,,ppm
Ga69,3.43e+004,,,cps,7.87,,,ppm
Sample ID:,2613-215
Method File:,mix 1&2&3 geology2.mth
Calibration File:,8.cal
Be9,54.,,,cps,0.141,,,ppm
Bi209,144,,,cps,3.88e-002,,,ppm
Cd111,160,,,cps,0.218,,,ppm
Cs133,3.22e+003,,,cps,0.59,,,ppm
Co59,8.87e+004,,,cps,20.7,,,ppm
Pb208,1.73e+005,,,cps,57.4,,,ppm
Rb85,4.03e+004,,,cps,11.5,,,ppm
Se82,-60.2,,,cps,-1.33,,,ppm
Ag107,1.28e+005,,,cps,58.2,,,ppm
Te130,-52.,,,cps,-0.32,,,ppm
Ta181,334,,,cps,2.59e-002,,,ppm
Tl205,533,,,cps,0.109,,,ppm
Ge74,-647,,,cps,-0.71,,,ppm
Hf180,891,,,cps,0.635,,,ppm
Mo98,733,,,cps,0.677,,,ppm
Nb93,6.4e+003,,,cps,0.722,,,ppm
Sb121,243,,,cps,0.211,,,ppm
Sn118,1.01e+003,,,cps,0.299,,,ppm
W184,248,,,cps,0.252,,,ppm
Zr90,5.34e+004,,,cps,21.9,,,ppm
As75,2.81e+004,,,cps,83.3,,,ppm
V51,2.08e+005,,,cps,111,,,ppm
Cr52,5.09e+005,,,cps,232,,,ppm
Ni60,5.6e+004,,,cps,78.4,,,ppm
Cu63,5.56e+004,,,cps,35.2,,,ppm
Zn66,1.85e+004,,,cps,45.,,,ppm
Th232,2.4e+003,,,cps,0.682,,,ppm
Sc45,9.e+004,,,cps,24.7,,,ppm
Y89,3.95e+004,,,cps,9.15,,,ppm
La139,2.02e+004,,,cps,4.76,,,ppm
Ce140,2.98e+004,,,cps,8.08,,,ppm
Pr141,5.97e+003,,,cps,1.37,,,ppm
Nd142,5.67e+003,,,cps,4.78,,,ppm
Sm152,1.94e+003,,,cps,1.55,,,ppm
Eu153,1.37e+003,,,cps,0.581,,,ppm
Gd158,2.42e+003,,,cps,2.07,,,ppm
Tb159,1.33e+003,,,cps,0.299,,,ppm
Dy164,2.14e+003,,,cps,1.76,,,ppm
Ho165,1.56e+003,,,cps,0.366,,,ppm
Er166,1.54e+003,,,cps,1.05,,,ppm
Tm169,676,,,cps,0.153,,,ppm
Yb174,1.49e+003,,,cps,1.01,,,ppm
Lu175,692,,,cps,0.174,,,ppm
U238,668,,,cps,0.186,,,ppm
Ga69,4.28e+004,,,cps,9.86,,,ppm
Sample ID:,2613-216
Method File:,mix 1&2&3 geology2.mth
Calibration File:,8.cal
Be9,47.,,,cps,0.12,,,ppm
Bi209,108,,,cps,2.85e-002,,,ppm
Cd111,138,,,cps,0.183,,,ppm
Cs133,2.3e+003,,,cps,0.411,,,ppm
Co59,8.87e+004,,,cps,20.2,,,ppm
Pb208,1.12e+005,,,cps,36.2,,,ppm
Rb85,2.51e+004,,,cps,7.01,,,ppm
Se82,-16.3,,,cps,-0.35,,,ppm
Ag107,2.85e+003,,,cps,1.27,,,ppm
Te130,11.,,,cps,6.57e-002,,,ppm
Ta181,276,,,cps,2.09e-002,,,ppm
Tl205,318,,,cps,6.35e-002,,,ppm
Ge74,-150,,,cps,-0.161,,,ppm
Hf180,819,,,cps,0.57,,,ppm
Mo98,684,,,cps,0.617,,,ppm
Nb93,4.26e+003,,,cps,0.468,,,ppm
Sb121,182,,,cps,0.154,,,ppm
Sn118,833,,,cps,0.241,,,ppm
W184,165,,,cps,0.164,,,ppm
Zr90,4.68e+004,,,cps,18.8,,,ppm
As75,1.3e+004,,,cps,37.5,,,ppm
V51,1.72e+005,,,cps,89.5,,,ppm
Cr52,6.47e+005,,,cps,288,,,ppm
Ni60,5.3e+004,,,cps,72.4,,,ppm
Cu63,4.95e+004,,,cps,30.6,,,ppm
Zn66,1.64e+004,,,cps,38.9,,,ppm
Th232,1.71e+003,,,cps,0.475,,,ppm
Sc45,9.93e+004,,,cps,26.6,,,ppm
Y89,3.77e+004,,,cps,8.53,,,ppm
La139,1.69e+004,,,cps,3.89,,,ppm
Ce140,2.22e+004,,,cps,5.88,,,ppm
Pr141,4.9e+003,,,cps,1.1,,,ppm
Nd142,4.37e+003,,,cps,3.59,,,ppm
Sm152,1.59e+003,,,cps,1.24,,,ppm
Eu153,1.32e+003,,,cps,0.543,,,ppm
Gd158,2.32e+003,,,cps,1.93,,,ppm
Tb159,1.24e+003,,,cps,0.272,,,ppm
Dy164,2.06e+003,,,cps,1.65,,,ppm
Ho165,1.6e+003,,,cps,0.366,,,ppm
Er166,1.59e+003,,,cps,1.06,,,ppm
Tm169,641,,,cps,0.141,,,ppm
Yb174,1.5e+003,,,cps,0.988,,,ppm
Lu175,634,,,cps,0.156,,,ppm
U238,477,,,cps,0.129,,,ppm
Ga69,2.87e+004,,,cps,6.47,,,ppm
Sample ID:,2613-217
Method File:,mix 1&2&3 geology2.mth
Calibration File:,8.cal
Be9,52.,,,cps,0.134,,,ppm
Bi209,170,,,cps,4.54e-002,,,ppm
Cd111,93.7,,,cps,0.126,,,ppm
Cs133,3.33e+003,,,cps,0.604,,,ppm
Co59,7.51e+004,,,cps,17.4,,,ppm
Pb208,1.14e+005,,,cps,37.6,,,ppm
Rb85,3.44e+004,,,cps,9.72,,,ppm
Se82,-10.5,,,cps,-0.229,,,ppm
Ag107,3.33e+003,,,cps,1.5,,,ppm
Te130,-12.5,,,cps,-7.6e-002,,,ppm
Ta181,339,,,cps,2.6e-002,,,ppm
Tl205,452,,,cps,9.15e-002,,,ppm
Ge74,-77.8,,,cps,-8.45e-002,,,ppm
Hf180,967,,,cps,0.683,,,ppm
Mo98,665,,,cps,0.608,,,ppm
Nb93,5.32e+003,,,cps,0.594,,,ppm
Sb121,235,,,cps,0.202,,,ppm
Sn118,1.14e+003,,,cps,0.334,,,ppm
W184,223,,,cps,0.224,,,ppm
Zr90,5.23e+004,,,cps,21.2,,,ppm
As75,1.22e+004,,,cps,35.7,,,ppm
V51,1.4e+005,,,cps,73.7,,,ppm
Cr52,4.96e+005,,,cps,225,,,ppm
Ni60,5.19e+004,,,cps,72.,,,ppm
Cu63,5.31e+004,,,cps,33.3,,,ppm
Zn66,1.59e+004,,,cps,38.2,,,ppm
Th232,2.5e+003,,,cps,0.704,,,ppm
Sc45,7.43e+004,,,cps,20.2,,,ppm
Y89,3.76e+004,,,cps,8.62,,,ppm
La139,1.75e+004,,,cps,4.1,,,ppm
Ce140,2.83e+004,,,cps,7.62,,,ppm
Pr141,5.73e+003,,,cps,1.3,,,ppm
Nd142,5.16e+003,,,cps,4.3,,,ppm
Sm152,1.72e+003,,,cps,1.36,,,ppm
Eu153,1.45e+003,,,cps,0.609,,,ppm
Gd158,2.46e+003,,,cps,2.08,,,ppm
Tb159,1.29e+003,,,cps,0.286,,,ppm
Dy164,2.13e+003,,,cps,1.73,,,ppm
Ho165,1.43e+003,,,cps,0.332,,,ppm
Er166,1.61e+003,,,cps,1.09,,,ppm
Tm169,604,,,cps,0.135,,,ppm
Yb174,1.43e+003,,,cps,0.956,,,ppm
Lu175,583,,,cps,0.145,,,ppm
U238,678,,,cps,0.186,,,ppm
Ga69,3.11e+004,,,cps,7.1,,,ppm
Sample ID:,2613-218
Method File:,mix 1&2&3 geology2.mth
Calibration File:,8.cal
Be9,18.,,,cps,4.62e-002,,,ppm
Bi209,69.7,,,cps,1.85e-002,,,ppm
Cd111,96.8,,,cps,0.13,,,ppm
Cs133,1.92e+003,,,cps,0.346,,,ppm
Co59,7.58e+004,,,cps,17.4,,,ppm
Pb208,1.e+005,,,cps,32.8,,,ppm
Rb85,2.4e+004,,,cps,6.75,,,ppm
Se82,-10.4,,,cps,-0.226,,,ppm
Ag107,2.49e+003,,,cps,1.12,,,ppm
Te130,-12.8,,,cps,-7.74e-002,,,ppm
Ta181,409,,,cps,3.12e-002,,,ppm
Tl205,313,,,cps,6.3e-002,,,ppm
Ge74,-117,,,cps,-0.127,,,ppm
Hf180,890,,,cps,0.625,,,ppm
Mo98,696,,,cps,0.634,,,ppm
Nb93,4.22e+003,,,cps,0.469,,,ppm
Sb121,207,,,cps,0.177,,,ppm
Sn118,791,,,cps,0.231,,,ppm
W184,172,,,cps,0.172,,,ppm
Zr90,4.69e+004,,,cps,19.,,,ppm
As75,1.24e+004,,,cps,36.3,,,ppm
V51,2.07e+005,,,cps,108,,,ppm
Cr52,4.07e+005,,,cps,183,,,ppm
Ni60,3.85e+004,,,cps,53.2,,,ppm
Cu63,4.53e+004,,,cps,28.3,,,ppm
Zn66,1.53e+004,,,cps,36.7,,,ppm
Th232,1.2e+003,,,cps,0.336,,,ppm
Sc45,8.66e+004,,,cps,23.4,,,ppm
Y89,3.78e+004,,,cps,8.62,,,ppm
La139,1.32e+004,,,cps,3.08,,,ppm
Ce140,1.77e+004,,,cps,4.73,,,ppm
Pr141,4.67e+003,,,cps,1.06,,,ppm
Nd142,3.88e+003,,,cps,3.23,,,ppm
Sm152,1.59e+003,,,cps,1.25,,,ppm
Eu153,1.25e+003,,,cps,0.52,,,ppm
Gd158,2.09e+003,,,cps,1.76,,,ppm
Tb159,1.19e+003,,,cps,0.263,,,ppm
Dy164,1.92e+003,,,cps,1.56,,,ppm
Ho165,1.5e+003,,,cps,0.345,,,ppm
Er166,1.53e+003,,,cps,1.03,,,ppm
Tm169,599,,,cps,0.133,,,ppm
Yb174,1.46e+003,,,cps,0.973,,,ppm
Lu175,629,,,cps,0.156,,,ppm
U238,336,,,cps,9.19e-002,,,ppm
Ga69,3.54e+004,,,cps,8.04,,,ppm
Sample ID:,2613-219
Method File:,mix 1&2&3 geology2.mth
Calibration File:,8.cal
Be9,56.,,,cps,0.141,,,ppm
Bi209,367,,,cps,9.56e-002,,,ppm
Cd111,105,,,cps,0.138,,,ppm
Cs133,2.85e+003,,,cps,0.504,,,ppm
Co59,8.02e+004,,,cps,18.1,,,ppm
Pb208,1.32e+005,,,cps,42.2,,,ppm
Rb85,3.18e+004,,,cps,8.78,,,ppm
Se82,-172,,,cps,-3.67,,,ppm
Ag107,2.94e+003,,,cps,1.29,,,ppm
Te130,-21.2,,,cps,-0.126,,,ppm
Ta181,255,,,cps,1.91e-002,,,ppm
Tl205,420,,,cps,8.3e-002,,,ppm
Ge74,-77.3,,,cps,-8.19e-002,,,ppm
Hf180,810,,,cps,0.559,,,ppm
Mo98,652,,,cps,0.582,,,ppm
Nb93,4.25e+003,,,cps,0.463,,,ppm
Sb121,176,,,cps,0.147,,,ppm
Sn118,3.1e+003,,,cps,0.887,,,ppm
W184,257,,,cps,0.252,,,ppm
Zr90,4.53e+004,,,cps,18.,,,ppm
As75,1.33e+004,,,cps,38.1,,,ppm
V51,2.25e+005,,,cps,116,,,ppm
Cr52,5.31e+005,,,cps,235,,,ppm
Ni60,4.94e+004,,,cps,66.8,,,ppm
Cu63,4.63e+004,,,cps,28.3,,,ppm
Zn66,1.73e+004,,,cps,40.6,,,ppm
Th232,2.04e+003,,,cps,0.561,,,ppm
Sc45,9.38e+004,,,cps,24.9,,,ppm
Y89,3.59e+004,,,cps,8.02,,,ppm
La139,1.83e+004,,,cps,4.17,,,ppm
Ce140,2.43e+004,,,cps,6.38,,,ppm
Pr141,5.03e+003,,,cps,1.12,,,ppm
Nd142,4.51e+003,,,cps,3.68,,,ppm
Sm152,1.69e+003,,,cps,1.3,,,ppm
Eu153,1.28e+003,,,cps,0.522,,,ppm
Gd158,2.32e+003,,,cps,1.92,,,ppm
Tb159,1.22e+003,,,cps,0.265,,,ppm
Dy164,1.92e+003,,,cps,1.53,,,ppm
Ho165,1.41e+003,,,cps,0.32,,,ppm
Er166,1.48e+003,,,cps,0.976,,,ppm
Tm169,597,,,cps,0.13,,,ppm
Yb174,1.39e+003,,,cps,0.905,,,ppm
Lu175,585,,,cps,0.143,,,ppm
U238,517,,,cps,0.139,,,ppm
Ga69,3.59e+004,,,cps,7.99,,,ppm
Sample ID:,2613-220
Method File:,mix 1&2&3 geology2.mth
Calibration File:,8.cal
Be9,102,,,cps,0.269,,,ppm
Bi209,192,,,cps,5.22e-002,,,ppm
Cd111,102,,,cps,0.14,,,ppm
Cs133,4.43e+003,,,cps,0.819,,,ppm
Co59,6.19e+004,,,cps,14.6,,,ppm
Pb208,1.18e+005,,,cps,39.5,,,ppm
Rb85,4.92e+004,,,cps,14.2,,,ppm
Se82,-43.2,,,cps,-0.962,,,ppm
Ag107,6.4e+003,,,cps,2.94,,,ppm
Te130,-38.6,,,cps,-0.24,,,ppm
Ta181,456,,,cps,3.57e-002,,,ppm
Tl205,635,,,cps,0.131,,,ppm
Ge74,20.6,,,cps,2.29e-002,,,ppm
Hf180,936,,,cps,0.674,,,ppm
Mo98,784,,,cps,0.732,,,ppm
Nb93,7.56e+003,,,cps,0.861,,,ppm
Sb121,239,,,cps,0.209,,,ppm
Sn118,1.e+003,,,cps,0.3,,,ppm
W184,283,,,cps,0.29,,,ppm
Zr90,5.32e+004,,,cps,22.1,,,ppm
As75,9.49e+003,,,cps,28.4,,,ppm
V51,3.3e+005,,,cps,177,,,ppm
Cr52,3.04e+005,,,cps,140,,,ppm
Ni60,4.19e+004,,,cps,59.3,,,ppm
Cu63,7.13e+004,,,cps,45.6,,,ppm
Zn66,1.78e+004,,,cps,43.7,,,ppm
Th232,4.44e+003,,,cps,1.27,,,ppm
Sc45,4.17e+004,,,cps,11.6,,,ppm
Y89,2.86e+004,,,cps,6.69,,,ppm
La139,2.66e+004,,,cps,6.35,,,ppm
Ce140,4.26e+004,,,cps,11.7,,,ppm
Pr141,7.11e+003,,,cps,1.65,,,ppm
Nd142,7.05e+003,,,cps,6.,,,ppm
Sm152,2.47e+003,,,cps,1.99,,,ppm
Eu153,1.9e+003,,,cps,0.81,,,ppm
Gd158,2.82e+003,,,cps,2.44,,,ppm
Tb159,1.29e+003,,,cps,0.292,,,ppm
Dy164,1.74e+003,,,cps,1.45,,,ppm
Ho165,1.1e+003,,,cps,0.261,,,ppm
Er166,1.31e+003,,,cps,0.902,,,ppm
Tm169,459,,,cps,0.105,,,ppm
Yb174,1.15e+003,,,cps,0.782,,,ppm
Lu175,467,,,cps,0.119,,,ppm
U238,1.2e+003,,,cps,0.337,,,ppm
Ga69,3.43e+004,,,cps,8.,,,ppm
Sample ID:,2613-221
Method File:,mix 1&2&3 geology2.mth
Calibration File:,8.cal
Be9,60.,,,cps,0.153,,,ppm
Bi209,128,,,cps,3.36e-002,,,ppm
Cd111,117,,,cps,0.155,,,ppm
Cs133,3.59e+003,,,cps,0.641,,,ppm
Co59,8.23e+004,,,cps,18.8,,,ppm
Pb208,1.07e+005,,,cps,34.5,,,ppm
Rb85,4.35e+004,,,cps,12.1,,,ppm
Se82,17.,,,cps,0.365,,,ppm
Ag107,3.33e+003,,,cps,1.48,,,ppm
Te130,-36.5,,,cps,-0.219,,,ppm
Ta181,313,,,cps,2.37e-002,,,ppm
Tl205,367,,,cps,7.33e-002,,,ppm
Ge74,-357,,,cps,-0.382,,,ppm
Hf180,913,,,cps,0.636,,,ppm
Mo98,736,,,cps,0.664,,,ppm
Nb93,5.46e+003,,,cps,0.601,,,ppm
Sb121,152,,,cps,0.128,,,ppm
Sn118,861,,,cps,0.249,,,ppm
W184,179,,,cps,0.177,,,ppm
Zr90,5.33e+004,,,cps,21.4,,,ppm
As75,2.02e+004,,,cps,58.4,,,ppm
V51,1.64e+005,,,cps,84.9,,,ppm
Cr52,6.12e+005,,,cps,273,,,ppm
Ni60,6.84e+004,,,cps,93.6,,,ppm
Cu63,5.58e+004,,,cps,34.5,,,ppm
Zn66,1.74e+004,,,cps,41.4,,,ppm
Th232,2.69e+003,,,cps,0.745,,,ppm
Sc45,8.21e+004,,,cps,22.,,,ppm
Y89,3.89e+004,,,cps,8.79,,,ppm
La139,2.07e+004,,,cps,4.77,,,ppm
Ce140,3.15e+004,,,cps,8.34,,,ppm
Pr141,5.79e+003,,,cps,1.3,,,ppm
Nd142,6.3e+003,,,cps,5.18,,,ppm
Sm152,2.13e+003,,,cps,1.66,,,ppm
Eu153,1.57e+003,,,cps,0.648,,,ppm
Gd158,2.81e+003,,,cps,2.35,,,ppm
Tb159,1.38e+003,,,cps,0.303,,,ppm
Dy164,2.08e+003,,,cps,1.67,,,ppm
Ho165,1.56e+003,,,cps,0.357,,,ppm
Er166,1.53e+003,,,cps,1.02,,,ppm
Tm169,619,,,cps,0.136,,,ppm
Yb174,1.38e+003,,,cps,0.91,,,ppm
Lu175,609,,,cps,0.15,,,ppm
U238,695,,,cps,0.188,,,ppm
