,CRM ID,Ag,Al,Al2O3,As,Au,B,Ba,BaO,Be,BeO,Bi,C,C-(Carbonate),C-(Graphite),Ca,CaO,Cd,Ce,CeO2,Cl,Co,Cr,Cr2O3,Cs,Cu,Cu-Res(4A),Cu-Sol(CN),Cu-Sol(H2SO4),Cu-Tot(Calc),Dy,Dy2O3,Er,Er2O3,Eu,Eu2O3,F,Fe,Fe(Calc),Fe2+,Fe2O3,Fe3+,Fe3O4,FeO,Ga,Ga2O3,Gd,Gd2O3,Ge,H2O-,Hf,HfO2,Hg,Ho,Ho2O3,In,Ir,K,K2O,LOI1000,LOI300-1000,LOI371,LOI425,LOI650,La,La2O3,Li,Li2O,Lu,Lu2O3,MOI300,MassRec,Mg,MgO,Mn,MnO,Mo,Na,Na2O,Nb,Nb2O5,Nd,Nd2O3,Ni,NiO,Os,P,P2O5,Pb,PbO,Pd,Pr,Pr6O11,Pt,Rb,Re,Rh,Ru,S,S-(Sulphate),S-(Sulphide),SG,SO3,Sb,Sc,Se,Si,SiO2,Sm,Sm2O3,Sn,SnO2,Sr,SrO,Ta,Ta2O5,Tb,Tb4O7,Te,Th,ThO2,Ti,TiO2,Tl,Tm,Tm2O3,U,U3O8,V,V2O5,W,WO3,Y,Y2O3,Yb,Yb2O3,Zn,ZnO,Zr,ZrO2
445,OREAS 629,18.7066,60849.8,,339.921,1.18268,9.9,2803.07,,2.24845,,21.6294,,,,9030.55,,63.5024,71.9064,,,53.326,19.1722,,5.77438,31186.4,,,,,3.24118,,1.28978,,1.38525,,,73297.4,,,,,,,18.4152,,4.97914,,1.66365,,4.5079,,1.47017,0.527381,,4.97597,,25613.4,,,,,,,34.8272,,24.3544,,0.149219,,,,4321.91,,4047.86,,26.7869,15271.4,,12.9571,,31.2993,,15.0071,,,395.296,,6543.25,,,8.37178,,,128.072,0.0265641,,,72371.4,,,,,49.0324,4.62571,34.4138,261393.0,,6.12664,,10.2434,,128.415,,0.93587,,0.693818,,6.38699,12.507,,1403.34,,9.01831,0.170802,,5.06298,,17.8144,,4.12484,,15.5598,,1.05988,,23190.3,,157.676,
446,OREAS 62Pa,18.4,,,,9.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,OREAS 62Pb,21.5,,,,11.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,OREAS 62c,8.76,,,,8.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,OREAS 62d,8.37,,,,10.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,OREAS 62e,9.85508,,,,9.13307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4292.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,OREAS 62f,5.46809,57111.1,,7.82261,9.71495,19.5865,221.913,,0.735057,,0.0704697,,,,79800.1,,0.124113,21.9622,,,10.4521,26.6953,,2.26712,37.2934,,,,,2.1449,,1.2549,,0.714585,,,27208.4,,,,,,,11.6353,,2.4442,,,,1.93414,,0.0849945,0.442131,,0.0288667,,9988.87,,,,,,,9.99742,,30.4434,,0.173071,,,,10986.9,,637.004,,1.88473,16080.7,,2.29512,,12.0651,,19.1776,,,649.615,,7.16309,,,2.8198,,,35.4575,,,,2008.16,,,,,1.27152,10.8144,,,,2.56849,,0.740608,,412.24,,,,0.368061,,1.20498,1.35487,,2632.7,,0.326272,0.159647,,0.340095,,84.8591,,1.51292,,10.7428,,1.12173,,50.0552,,74.6711,
452,OREAS 62h,7.68839,69692.4,,109.176,10.5413,11.3167,393.005,,0.945375,,0.12756,,,,38417.1,,0.449038,30.5561,,,14.7153,31.8038,,3.88344,143.894,,,,,2.4946,,1.47175,,0.872645,,,39404.2,,,,,,,14.8873,,2.92897,,0.0901083,,2.57841,,0.0757833,0.520625,,0.0491974,,18016.8,,,,,,,14.1241,,34.8876,,0.221992,,,,14761.1,,893.474,,2.98409,18550.3,,3.2386,,15.4305,,18.7216,,,876.876,,52.0065,,,3.72285,,,64.6018,0.00198,,,5890.07,,,,,10.584,15.2903,0.506333,,,3.31942,,0.981488,,420.716,,0.205417,,0.428012,,1.16512,2.99811,,3687.95,,0.544357,0.206427,,0.790049,,125.575,,3.13777,,13.8029,,1.4449,,167.82,,97.6298,
453,OREAS 630,10.4842,72437.1,,675.982,0.258669,,,,1.59095,,7.60407,,,,16153.2,,13.1504,44.8576,,,5.75346,17.1771,,5.80165,386.135,,,,,,,,,,,,84685.0,,,,,,,20.8508,,,,,,4.94752,,,,,0.401855,,31617.3,,,,,,,22.0767,,23.5649,,,,,,11277.0,,22932.4,,11.0877,5573.04,,9.04627,,,,11.2964,,,458.482,,2716.24,,,,,,163.766,,,,77136.0,,,,,45.5695,10.1325,,218231.0,,,,3.32306,,203.5,,0.64814,,,,,12.6438,,2818.15,,48.8709,,,7.26308,,45.0973,,19.9354,,20.6098,,,,5398.17,,168.82,
454,OREAS 630b,19.0436,51114.8,97870.6,410.156,0.358425,9.9,,75714.5,4.95,,3.93333,,,,15900.7,22043.0,28.8088,48.4555,,,7.41584,69.3,,5.02884,547.239,,,,,3.91682,,2.22227,,2.30699,,,62407.9,,,,,,,15.9323,,5.35817,,,,3.20163,,1.206,0.759317,,0.495,,18232.0,22305.2,114633.0,,,,,36.85,,21.8737,,0.320189,,,,8366.26,14399.5,34903.3,,14.4762,7214.12,9692.31,8.6,,30.0714,,46.88,,,523.333,1041.72,4424.66,,,7.27023,,,105.699,0.00198,,,69167.5,,,,,50.15,6.29497,,216185.0,463152.0,6.19787,,49.5,,735.424,,0.57732,,0.711057,,0.0495,10.8,,2368.77,4039.26,24.2107,0.321083,,5.971,,49.5,,25.3611,,24.6864,,2.84667,,11085.2,,192.195,
455,OREAS 65a,7.8,,,,0.52,,,,,,,,,,,,,,,,,,,,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,OREAS 66a,18.9,,,,1.237,,,,,,,,,,,,,,,,,,,,121.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,OREAS 67a,33.6,,,,2.238,,,,,,,,,,,,,,,,,,,,325.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,OREAS 680,10.5457,71883.4,,119.607,0.159824,,648.689,,1.28678,,1.66389,,,,57979.1,,8.17778,38.7056,,,334.241,2138.87,,3.93792,9038.53,,,,,3.07005,,1.73678,,1.30433,,,119333.0,,,,,,,16.5074,,3.77467,,,,1.64145,,,0.5785,,0.126362,0.0320335,12881.4,,,,,,,18.6146,,14.4714,,0.231389,,,,37088.4,,1235.75,,1.93656,14468.7,,5.0875,,20.809,,21524.0,,,1215.52,,2579.28,,0.217889,4.98946,,0.404608,76.2565,,0.0403509,0.084945,51361.9,,,,,19.7011,21.25,4.74394,206191.0,,4.25646,,2.22311,,420.148,,0.414595,,0.549167,,0.694667,6.72917,,5227.26,,0.475541,0.249165,,1.54648,,223.929,,1.67074,,16.1676,,1.51667,,2321.37,,54.2878,
459,OREAS 681,0.117772,79589.8,,,0.0509589,,429.056,,1.84333,,0.0982667,,,,61547.4,,,41.3381,,,53.5882,2252.2,,4.01667,272.333,,,,,3.49213,,1.95487,,1.41575,,,76230.6,,,,,,,17.9875,,4.29286,,,,1.70451,,,0.643611,,0.0418352,0.010974,13554.5,,,,,,,18.953,,13.9333,,0.2574,,,,52557.5,,1351.76,,1.37698,16062.8,,5.87917,,21.8973,,517.963,,,1362.06,,10.1846,,0.242813,5.26242,,0.525992,82.3093,,0.0323771,0.0634299,1056.65,,,,,0.240315,26.5667,,241698.0,,4.6425,,1.89312,,469.556,,0.417957,,0.588148,,,6.38571,,5967.75,,,0.259792,,1.44,,257.237,,1.0905,,17.8872,,1.7585,,91.7357,,58.3694,
460,OREAS 682,0.116611,88666.0,,,0.0752546,,376.472,,1.23999,,0.0988095,,,,66248.4,,,35.8652,,,51.9738,3701.34,,3.57143,261.145,,,,,2.91625,,1.62258,,1.24683,,,69415.6,,,,,,,18.2915,,3.65944,,,,1.55087,,,0.549667,,0.0378417,0.0202203,11751.1,,,,,,,17.3323,,12.7619,,0.219048,,,,49451.2,,1202.63,,1.45235,15952.7,,5.16042,,19.4238,,572.112,,,1230.95,,10.0889,,0.44435,4.65905,,0.868293,71.8318,,0.0603087,0.112238,1106.15,,,,,0.199835,21.375,,239565.0,,4.03371,,1.62657,,454.858,,0.375076,,0.501296,,,5.51708,,5106.84,,0.152488,0.229,,1.35733,,231.499,,1.07516,,15.3511,,1.50771,,89.7963,,51.5416,
461,OREAS 683,0.172187,72408.7,,,0.206836,,183.583,,0.560143,,0.159286,,,,53194.0,,0.0718625,17.4619,,,86.3618,9938.54,,1.33611,405.101,,,,,1.51926,,0.890037,,0.603125,,,74604.3,,,,,,,14.3375,,1.69778,,,,0.754894,,,0.296111,,0.0279485,0.049598,5058.31,,,,,,,8.35278,,7.48,,0.126,,,,86540.3,,1239.41,,1.00108,10264.9,,2.60849,,9.12857,,1214.55,,,497.238,,10.2179,,0.852929,2.12833,,1.76048,27.8537,,0.14618,0.251607,1941.85,,,,,,19.1667,,228719.0,,1.87,,0.851959,,267.327,,,,0.2548,,,2.29762,,2704.89,,,0.132,,0.5939,,196.262,,1.23013,,8.11667,,0.876667,,84.0833,,26.3433,
462,OREAS 684,0.35206,60225.4,,,0.248319,,70.9117,,,,0.403333,,,,45628.9,,0.119875,6.65476,,,117.821,13625.7,,0.256912,1001.28,,,,,0.780932,,0.511905,,0.245238,,,79956.8,,,,,,,11.6862,,0.7215,,,,0.372718,,,0.175142,,0.0298722,0.1037,1903.78,,,,,,,3.41104,,3.94857,,0.086505,,,,108530.0,,1291.3,,1.18819,6753.42,,1.18516,,3.15875,,2230.22,,,117.199,,11.3722,,1.72072,0.800429,,3.86572,5.97333,,0.283162,0.545493,4546.72,,,,,,19.4333,,224249.0,,0.690506,,0.663429,,157.492,,,,0.110556,,0.690615,0.740476,,1435.75,,0.0647396,0.0809879,,0.224377,,180.148,,0.564551,,4.50429,,0.531667,,100.842,,12.4096,
463,OREAS 68a,42.9,,,,3.89,,,,,,,,,,,,,,,,,,,,392.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,OREAS 6Ca,,,,,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,OREAS 6Pa,,,,,1.654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,OREAS 6Pb,,,,,1.425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,OREAS 6Pc,,,,,1.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,OREAS 700,0.499421,55702.6,106228.0,4.3509,0.506451,29.7,158.213,,2.3182,,6.88679,,,,55467.8,78572.7,0.495,43.9267,,158.333,16.777,47.1942,,108.516,2024.33,,,,,,,,,,,,160567.0,,,,,109135.0,120689.0,129.237,,,,,,1.41681,,,,,2.10241,,15661.9,18886.5,19546.3,,,,,32.4758,,223.347,,0.178809,,,112826.0,9954.26,17392.9,3142.78,4146.71,80.5376,12144.6,16536.5,10.403,,,,49.5,,,3526.03,,9.9,,,,,,444.16,,,,3039.45,,,,,0.69638,9.55281,2.00765,,473019.0,,,182.229,,124.135,,,,,,0.1859,7.7479,,1786.95,3202.32,2.53876,,,4.72557,,62.0527,110.087,11280.8,,13.5085,,1.25653,,230.556,,47.2975,
469,OREAS 701,1.12483,63185.2,123952.0,5.5791,1.11197,,78.8588,,0.744769,,6.66931,,,,36199.4,51753.3,0.495,18.3814,,227.333,20.5505,28.9227,99.0,218.778,4910.27,,,,,,,,,,,,239802.0,,,,,179484.0,173452.0,245.704,,,,,,1.27497,,4.95,,,0.952067,,25699.9,31167.4,17969.8,,,,,9.79896,,127.863,,0.106457,,,208033.0,7166.9,13205.8,3241.71,4283.17,253.771,6912.51,9156.11,14.9719,,,,14.8701,,,5194.0,,7.71765,,,,,,927.977,,,,6944.58,,,,,0.36788,6.2091,4.95,,339456.0,,,197.458,,117.135,,0.495,,0.29778,,0.320863,5.74086,,1535.22,2647.96,5.50713,,,8.3405,,54.4816,,24340.9,,8.09802,,0.740177,,338.4,,46.4256,
470,OREAS 70P,0.495,3300.0,,2.5,0.013,,6.5,,,,0.0099,3900.0,,,2500.0,,0.198,0.9,,,91.0,980.0,,,2.6,,,,,0.11,,0.1,,0.099,,,39800.0,,,,,,,,,0.1,,,,,,,0.099,,,,297.0,,157400.0,,,,,0.6,,,,0.0495,,,,252000.0,,630.0,,,790.0,,0.99,,0.5,,2730.0,,,50.0,,1.98,,0.00198,0.11,,0.0005,0.7,,,,640.0,,,,,0.58,,,163100.0,,0.1,,0.99,,3.9,,,,1.98,,,0.99,,190.0,,,0.0495,,0.495,,,,,,0.8,,0.1,,35.0,,6.3,
471,OREAS 70b,0.174792,38053.0,,147.891,,,202.168,,1.03707,,0.841256,,,,30719.4,,0.358768,27.4589,,,78.4463,1243.37,,3.37473,51.8315,,,,,1.9202,,1.18237,,0.537568,,,55109.4,,,,,,,9.70709,,1.92851,,,,1.85523,,,0.406816,,0.0465961,,5847.13,,66887.3,,,,,15.5133,,35.3178,,,,,,135426.0,,1147.76,,3.29925,7417.62,,3.26679,,11.3205,,2178.57,,,238.57,,13.2063,,,3.13427,,,33.6876,,,,3077.22,,,,,0.559933,12.3682,,224207.0,,1.99931,,1.20905,,72.3625,,0.297481,,0.31632,,,6.44553,,1775.26,,0.328957,0.182991,,1.86969,,69.109,,4.92495,,10.6664,,1.15776,,107.145,,67.4145,
472,OREAS 722,,,,,,,,,,,,,,20297.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473,OREAS 723,,,,,,,,,,,,,,58677.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,OREAS 724,,,,,,,,,,,,,,120579.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,OREAS 725,,,,,,,,,,,,,,245224.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,OREAS 72a,,,136000.0,13.6,0.006,,,,,,,,,,,,,,,,176.0,273.0,,,333.0,,,,,,,,,,,,95400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66600.0,,,,,,,,,,6930.0,,,,,,,0.041,,,0.036,,,,,16700.0,,,,,,,,,489000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,OREAS 72b,0.230167,47485.4,,145.806,,,334.567,,1.02194,,0.681518,,,,28306.3,,0.308199,43.4525,,,131.28,960.807,,3.15589,193.017,,,,,2.73722,,1.68942,,0.735653,,,67968.6,,,,,,,11.124,,2.74986,,,,2.50695,,,0.557706,,0.0488903,,10882.1,,51168.9,,,,,24.2201,,33.3381,,,,,,96087.2,,1003.81,,4.00833,9583.75,,5.48222,,16.9379,,6859.6,,,267.267,,14.1431,,,4.78595,,,47.2433,,,,14777.7,,,,,0.868679,12.843,,239222.0,,2.99381,,1.42575,,61.4129,,0.428743,,0.460032,,0.0921567,10.2736,,2125.03,,0.347603,0.26098,,4.76155,,76.649,,4.0157,,15.2884,,1.64457,,98.1307,,86.3898,
478,OREAS 739,,,986038.0,,,,,0.99,,2.77025,,,,,,313.34,,,,,,,2.58,,,,,,,0.0495,,0.0297,,0.0198,,,,,,93.6571,,,,,67.9973,0.0495,,,,,,,,,,,,99.0,,10269.8,,,,,,,,0.0099,,46450.8,,,99.0,,3.6,,,3949.43,,,0.099,,,,,,9.6046,,,,0.0198,,,0.198,,,,,,,,,,,,,116.643,0.0495,,1.03214,,,99.0,0.099,,0.0099,,,,,,33.804,,0.0099,,0.303857,,,9.9,0.835,,0.099,,0.0297,,,68.7752,,99.0
479,OREAS 73a,,,23800.0,26.3,0.014,,,,,,,,,,,,,,,,302.0,1987.0,,,915.0,,,,,,,,,,,,92400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325000.0,,,,,,,,,,14100.0,,,,,,,0.078,,,0.064,,,,,30200.0,,,,,,,,,364000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,OREAS 73b,0.371042,37694.8,,293.295,,,207.765,,,,1.12762,,,,31541.7,,0.410365,28.8842,,,240.264,1171.76,,2.81274,429.719,,,,,2.14385,,1.30743,,0.621426,,,86292.9,,,,,,,8.8496,,,,,,1.73191,,,0.447188,,0.0580059,,5857.17,,64302.0,,,,,15.6482,,27.1697,,,,,,117965.0,,1154.73,,,7364.19,,3.62785,,11.9289,,14817.7,,,242.248,,15.9763,,,3.36827,,,30.9864,,,,29046.8,,,,,1.32508,12.713,,208932.0,,2.21984,,1.28415,,65.174,,0.312313,,0.355533,,,6.38421,,1906.76,,0.409639,0.193119,,2.10566,,73.1275,,4.62357,,11.6814,,1.20802,,112.048,,60.9538,
481,OREAS 74a,,,22100.0,49.6,0.021,,,,,,,,,,,,,,,,581.0,1780.0,,,1240.0,,,,,,,,,,,,137000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279000.0,,,,,,,,,,31400.0,,,,,,,0.172,,,0.223,,,,,72500.0,,,,,,,,,324000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
482,OREAS 74b,0.568051,35536.4,,602.924,,,210.427,,0.805545,,1.35372,,,,30940.2,,0.6033,30.857,,,489.536,980.927,,2.72563,946.828,,,,,1.96098,,1.18039,,0.527412,,,124000.0,,,,,,,8.51964,,1.90124,,,,1.86642,,,0.404084,,0.0665612,,6912.35,,66250.7,,,,,17.4241,,29.2812,,,,,,92310.0,,931.27,,,6919.84,,3.5633,,11.8534,,33776.8,,,195.417,,24.0999,,,3.39166,,,31.2645,0.00721111,,,66123.1,,,,,2.68542,10.2365,4.63987,193647.0,,2.2251,,1.43596,,54.1794,,0.33248,,0.308887,,0.383502,7.60083,,1554.62,,0.599873,0.192656,,2.40158,,62.0957,,4.75356,,11.2945,,1.22505,,132.791,,63.0204,
483,OREAS 750,,55021.1,105809.0,13.6333,,,440.991,479.329,41.1403,,0.96875,,,,8277.28,11377.5,0.580957,33.7061,,,4.23056,44.3443,99.0,22.8769,20.3554,,,,,2.53738,,1.25443,,0.609125,,,17286.5,,,24479.5,,,,12.6896,,3.055,,2.80278,,1.34029,,,0.491667,,0.099,,16998.8,20817.8,5422.41,,,,,16.5033,,2302.11,4958.15,0.174667,,,,3205.35,5451.33,397.209,504.371,2.17316,15291.4,21030.3,21.7952,,15.2067,,11.4106,,,697.619,1570.35,13.827,,,3.967,,,253.15,0.00198,,,759.672,,,,1765.8,0.422111,3.71744,,368680.0,794338.0,3.26417,,43.2625,,77.7611,100.498,9.90714,,0.448208,,0.0495,6.56482,,1601.17,2637.95,1.47267,0.193056,,4.44929,,28.0704,,5.47381,,13.3375,,1.19004,,65.334,,31.2935,
484,OREAS 750b,0.0942361,39083.1,76321.8,2.881,,,369.89,407.489,3.52692,,0.438256,,,,6085.28,8513.83,0.0901049,29.7543,,,2.99345,17.9492,99.0,39.0569,10.7383,,,,,1.52268,,0.591189,,0.516639,,,10727.9,,,15612.3,,,,16.8412,,2.28112,,1.48749,,1.21033,,,0.239011,,0.0210323,,11514.4,13913.9,5698.9,,,,,14.4269,,2456.86,5270.1,0.0654762,,,,2665.91,4523.02,388.472,503.277,1.59988,7546.85,10117.3,28.4386,,13.5037,,7.66302,,,394.554,878.978,9.54961,,,3.64807,,,287.55,0.00198,,,449.957,,,,1051.01,0.386091,3.20152,,401280.0,854623.0,2.68825,,25.7671,,60.4743,95.672,68.5337,,0.306265,,0.0495,5.94016,,1505.16,2566.16,1.93116,0.071,,1.9143,,22.7742,,5.08143,,6.13234,,0.463818,,59.61,,27.8404,
485,OREAS 751,,82350.5,158755.0,10.4333,,,405.125,499.408,104.72,,1.93299,,,,7724.44,10601.8,1.14827,31.5913,,,3.72433,31.3473,,48.4764,31.2502,,,,,2.33729,,1.27377,,0.526333,,,16700.3,,,23967.7,,,,19.2581,,3.03043,,4.80046,,2.01117,,,0.432929,,,,23919.2,29182.7,6962.74,,,,,15.6633,,4675.4,10064.7,0.161714,,,,2929.72,5070.22,664.032,887.578,3.47698,24744.5,34225.0,40.9258,,14.1436,,13.124,,,1171.18,2801.18,22.3325,,,3.77786,,,495.73,,,,647.051,,,,1551.07,0.624928,3.41176,,332274.0,714316.0,2.99625,,156.081,,80.9878,,28.0617,,0.429452,,,6.32898,,1405.22,2431.34,2.94682,0.170056,,7.13472,,26.3862,,6.93487,,12.1456,,1.10052,,94.5666,,102.708,
486,OREAS 751b,0.151089,46705.6,91254.9,4.12738,,36.8667,300.066,329.339,6.00589,,0.566803,,,,4989.9,6931.15,0.111641,23.5519,,,2.53609,18.4446,99.0,88.8697,14.6276,,,,,1.23049,,0.478327,,0.432001,,,9665.33,,,13914.0,,,,28.3974,,1.7978,,1.83737,,1.4163,,,0.193273,,0.198,,11585.2,14059.3,6969.07,,,,,11.5531,,4920.19,10295.9,0.052619,,,,2236.87,3794.02,811.987,1060.93,2.10096,6475.84,8833.16,50.7377,,10.746,,7.83674,,,419.001,930.751,8.15748,,,2.80346,,,768.941,0.00198,,,397.779,,,,913.251,0.533141,2.57286,,395735.0,837637.0,2.14732,,53.9532,,54.4549,,132.184,,0.250634,,,4.89268,,1242.45,2096.3,5.19456,0.0581333,,1.98755,,18.6207,,4.63162,,4.97477,,0.393667,,111.775,,25.1804,
487,OREAS 752,,85098.8,163046.0,14.1167,,,57.1383,,154.383,,2.54989,,,,2145.82,2868.67,1.57194,3.48357,,,1.28104,,,66.1397,38.1287,,,,,0.3595,,0.141889,,,,,8649.55,,,12469.5,,,,17.7899,,0.35869,,6.36946,,2.04654,,,0.0540667,,,,21023.4,25429.1,6812.29,,,,,1.87704,,7066.26,15211.5,,,,,472.575,872.106,812.995,1066.17,3.38092,27036.7,37515.9,54.355,,1.48981,,10.3923,,,1345.07,3195.61,16.2282,,,0.425171,,,658.701,,,,419.707,,,,1007.07,0.70696,0.502849,,341753.0,730078.0,0.395619,,238.489,,43.4373,,41.0296,,0.0781905,,,0.974441,,163.237,,3.84193,,,8.4376,,3.93903,,5.11051,,1.90228,,,,98.0502,,29.6047,
488,OREAS 752b,0.195244,51522.5,101851.0,4.19056,,57.475,214.614,224.415,8.4122,,0.60919,,,,3608.76,5055.11,0.113667,15.791,,,1.951,16.599,99.0,120.606,15.8364,,,,,0.857842,,0.340138,,0.296488,,,7730.46,,,11261.3,,,,35.5644,,1.2042,,2.25988,,1.57715,,,0.13596,,0.198,,10209.9,12311.4,7605.8,,,,,7.51384,,7336.76,15589.1,0.0380952,,,,1706.6,2942.05,999.984,1331.13,2.63165,5207.18,7094.08,72.6726,,7.10683,,7.96902,,,441.755,972.672,6.22819,,,1.9229,,,949.876,0.00198,,,304.656,,,,751.225,0.556314,1.79121,,385819.0,832127.0,1.45408,,77.5216,,45.2614,,199.757,,0.176012,,,3.3772,,847.099,1426.92,6.49691,0.0427333,,1.86249,,13.1148,,3.9811,,3.48564,,0.280333,,133.915,,19.5276,
489,OREAS 753,,85728.8,164016.0,5.3341,,,18.7303,,119.885,,2.3102,,,,1094.25,1599.69,1.521,0.791976,,,1.06658,20.7943,,61.9816,22.8407,,,,,0.1772,,0.0480556,,,,,8708.66,,,12534.9,,,,16.6214,,0.143689,,6.57609,,1.06053,,,0.0168162,,,,19485.8,23567.2,4814.95,,,,,0.369389,,10178.6,21911.4,,,,,110.564,,760.915,996.911,3.71214,21615.2,29627.2,36.1608,,0.2638,,10.7951,,,1032.86,2535.04,10.8533,,,0.0873333,,,617.626,,,,141.389,,,,375.395,0.273411,0.100571,,,737049.0,0.1102,,135.15,,30.8544,,19.8133,,,,,0.261145,,35.6573,,3.66355,,,6.15074,,1.15504,,5.31534,,0.817741,,,,87.5469,,11.57,
490,OREAS 753b,0.272877,60108.5,120365.0,4.74526,,80.2083,130.427,150.435,11.6959,,0.720738,,,,2276.27,3229.92,0.136109,7.92292,,,1.38209,16.9538,99.0,167.507,18.0328,,,,,0.459648,,0.207074,,0.152533,,,6147.63,,,8989.14,,,,46.5152,,0.711868,,0.0769444,,1.8617,,,0.0761111,,0.198,,9383.68,11345.6,8717.87,,,,,3.80223,,10425.8,22270.7,0.025,,,,1204.35,2136.26,1326.22,1776.63,3.36247,4123.47,5590.64,102.006,,3.94415,,8.31767,,,491.333,1095.48,4.63669,,,1.07485,,,1215.28,0.00198,,,251.83,,,,569.151,0.641577,1.02723,,380785.0,814827.0,0.816958,,109.496,,38.2516,,295.123,,0.10039,,0.0712028,1.92278,,520.808,867.767,8.72646,,,1.86293,,8.1126,99.0,3.36612,,1.96976,,0.178,,169.483,,16.2335,
