Summary by Sample
Dataset Name:, C:\Elandata\DataSet\1404-06-04
,Net Intensity,,,,Concentration
,Value,SD,RSD,Units,Value,SD,RSD,Units
Sample ID:,W
Method File:,mix 1&2&3 geology2.mth
Calibration File:,
Ga69,-27.4,,,cps,-1.6e-005,,,ppm
Sample ID:,RM1 RM1 RM1
Method File:,mix 1&2&3 geology2.mth
Calibration File:,
Be9,62.,,,cps,7.67e-002,,,ppm
Bi209,1.12e+004,,,cps,1.75,,,ppm
Cd111,1.21e+003,,,cps,0.757,,,ppm
Cs133,8.61e+004,,,cps,4.66,,,ppm
Co59,3.93e+004,,,cps,4.57,,,ppm
Pb208,4.38e+005,,,cps,62.1,,,ppm
Rb85,4.92e+005,,,cps,46.5,,,ppm
Se82,-148,,,cps,-1.09,,,ppm
Ag107,1.17e+004,,,cps,1.75,,,ppm
Te130,598,,,cps,0.493,,,ppm
Ta181,3.54e+003,,,cps,0.243,,,ppm
Tl205,7.88e+003,,,cps,0.801,,,ppm
Ge74,1.04e+003,,,cps,0.402,,,ppm
Hf180,4.3e+003,,,cps,0.598,,,ppm
Mo98,8.55e+003,,,cps,2.64,,,ppm
Nb93,2.62e+004,,,cps,2.37,,,ppm
Sb121,1.09e+004,,,cps,2.37,,,ppm
Sn118,9.78e+003,,,cps,2.25,,,ppm
W184,6.63e+003,,,cps,1.38,,,ppm
Zr90,1.05e+005,,,cps,15.4,,,ppm
As75,9.29e+004,,,cps,96.9,,,ppm
V51,2.25e+005,,,cps,43.5,,,ppm
Cr52,7.51e+004,,,cps,12.3,,,ppm
Ni60,1.28e+004,,,cps,6.84,,,ppm
Cu63,1.04e+005,,,cps,24.1,,,ppm
Zn66,5.24e+004,,,cps,38.6,,,ppm
Th232,2.74e+004,,,cps,2.05,,,ppm
Sc45,3.46e+004,,,cps,7.35,,,ppm
Y89,6.45e+004,,,cps,4.06,,,ppm
La139,9.22e+004,,,cps,4.88,,,ppm
Ce140,1.72e+005,,,cps,10.2,,,ppm
Pr141,2.48e+004,,,cps,1.18,,,ppm
Nd142,2.67e+004,,,cps,4.72,,,ppm
Sm152,1.07e+004,,,cps,1.77,,,ppm
Eu153,9.2e+003,,,cps,0.768,,,ppm
Gd158,1.e+004,,,cps,1.74,,,ppm
Tb159,4.58e+003,,,cps,0.198,,,ppm
Dy164,6.79e+003,,,cps,1.04,,,ppm
Ho165,4.44e+003,,,cps,0.184,,,ppm
Er166,4.56e+003,,,cps,0.571,,,ppm
Tm169,1.86e+003,,,cps,7.69e-002,,,ppm
Yb174,4.09e+003,,,cps,0.529,,,ppm
Lu175,1.84e+003,,,cps,8.59e-002,,,ppm
U238,8.74e+003,,,cps,0.639,,,ppm
Ga69,5.43e+004,,,cps,7.91,,,ppm
Sample ID:,nit
Method File:,mix 1&2&3 geology2.mth
Calibration File:,
Be9,-19.,,,cps,-9.4e-005,,,ppm
Bi209,307,,,cps,1.92e-004,,,ppm
Cd111,-24.2,,,cps,-6.05e-005,,,ppm
Cs133,38.9,,,cps,8.43e-006,,,ppm
Co59,314,,,cps,1.46e-004,,,ppm
Pb208,692,,,cps,3.93e-004,,,ppm
Rb85,81.1,,,cps,3.06e-005,,,ppm
Se82,-12.8,,,cps,-3.76e-004,,,ppm
Ag107,-24.2,,,cps,-1.44e-005,,,ppm
Te130,103,,,cps,3.4e-004,,,ppm
Ta181,149,,,cps,4.08e-005,,,ppm
Tl205,55.8,,,cps,2.27e-005,,,ppm
Ge74,-20.,,,cps,-3.07e-005,,,ppm
Hf180,11.7,,,cps,6.51e-006,,,ppm
Mo98,1.13e+003,,,cps,1.4e-003,,,ppm
Nb93,670,,,cps,2.42e-004,,,ppm
Sb121,-8.42,,,cps,-7.33e-006,,,ppm
Sn118,243,,,cps,2.23e-004,,,ppm
W184,758,,,cps,6.33e-004,,,ppm
Zr90,98.,,,cps,5.74e-005,,,ppm
As75,1.09e+003,,,cps,4.54e-003,,,ppm
V51,-5.47e+003,,,cps,-4.22e-003,,,ppm
Cr52,1.39e+004,,,cps,9.09e-003,,,ppm
Ni60,3.97e+003,,,cps,8.48e-003,,,ppm
Cu63,43.2,,,cps,3.99e-005,,,ppm
Zn66,-1.04e+003,,,cps,-3.05e-003,,,ppm
Th232,127,,,cps,3.8e-005,,,ppm
Sc45,-2.75e+003,,,cps,-2.33e-003,,,ppm
Y89,13.7,,,cps,3.45e-006,,,ppm
La139,66.3,,,cps,1.4e-005,,,ppm
Ce140,64.3,,,cps,1.53e-005,,,ppm
Pr141,39.3,,,cps,7.48e-006,,,ppm
Nd142,14.4,,,cps,1.02e-005,,,ppm
Sm152,29.5,,,cps,1.94e-005,,,ppm
Eu153,3.08,,,cps,1.03e-006,,,ppm
Gd158,2.05,,,cps,1.42e-006,,,ppm
Tb159,-8.17,,,cps,-1.41e-006,,,ppm
Dy164,-7.72,,,cps,-4.71e-006,,,ppm
Ho165,-4.68,,,cps,-7.77e-007,,,ppm
Er166,-2.25e-006,,,cps,-1.13e-012,,,ppm
Tm169,-23.2,,,cps,-3.84e-006,,,ppm
Yb174,-7.36,,,cps,-3.81e-006,,,ppm
Lu175,-2.04,,,cps,-3.81e-007,,,ppm
U238,23.2,,,cps,6.77e-006,,,ppm
Ga69,-46.3,,,cps,-2.7e-005,,,ppm
Sample ID:,1627-41
Method File:,mix 1&2&3 geology2.mth
Calibration File:,
Be9,51.,,,cps,6.21e-002,,,ppm
Bi209,2.06e+003,,,cps,0.319,,,ppm
Cd111,247,,,cps,0.152,,,ppm
Cs133,2.57e+004,,,cps,1.37,,,ppm
Co59,4.62e+004,,,cps,5.29,,,ppm
Pb208,9.07e+004,,,cps,12.7,,,ppm
Rb85,2.7e+005,,,cps,25.2,,,ppm
Se82,839,,,cps,6.07,,,ppm
Ag107,1.31e+004,,,cps,1.92,,,ppm
Te130,-341,,,cps,-0.277,,,ppm
Ta181,6.17e+003,,,cps,0.417,,,ppm
Tl205,2.92e+003,,,cps,0.292,,,ppm
Ge74,-72.6,,,cps,-2.75e-002,,,ppm
Hf180,9.77e+003,,,cps,1.34,,,ppm
Mo98,4.01e+003,,,cps,1.22,,,ppm
Nb93,4.52e+004,,,cps,4.03,,,ppm
Sb121,1.71e+003,,,cps,0.367,,,ppm
Sn118,4.06e+003,,,cps,0.918,,,ppm
W184,3.54e+003,,,cps,0.729,,,ppm
Zr90,2.35e+005,,,cps,34.,,,ppm
As75,3.98e+004,,,cps,40.9,,,ppm
V51,3.45e+005,,,cps,65.4,,,ppm
Cr52,1.36e+005,,,cps,22.,,,ppm
Ni60,3.92e+004,,,cps,20.6,,,ppm
Cu63,7.04e+004,,,cps,16.,,,ppm
Zn66,2.52e+004,,,cps,18.3,,,ppm
Th232,8.98e+004,,,cps,6.61,,,ppm
Sc45,2.91e+004,,,cps,6.1,,,ppm
Y89,1.06e+005,,,cps,6.57,,,ppm
La139,2.e+005,,,cps,10.4,,,ppm
Ce140,3.38e+005,,,cps,19.8,,,ppm
Pr141,4.8e+004,,,cps,2.25,,,ppm
Nd142,5.07e+004,,,cps,8.82,,,ppm
Sm152,1.46e+004,,,cps,2.36,,,ppm
Eu153,1.06e+004,,,cps,0.876,,,ppm
Gd158,1.9e+004,,,cps,3.25,,,ppm
Tb159,7.45e+003,,,cps,0.317,,,ppm
Dy164,1.12e+004,,,cps,1.68,,,ppm
Ho165,7.41e+003,,,cps,0.303,,,ppm
Er166,7.7e+003,,,cps,0.951,,,ppm
Tm169,3.28e+003,,,cps,0.134,,,ppm
Yb174,7.47e+003,,,cps,0.953,,,ppm
Lu175,3.61e+003,,,cps,0.166,,,ppm
U238,1.14e+005,,,cps,8.22,,,ppm
Ga69,5.71e+004,,,cps,8.2,,,ppm
Sample ID:,1627-42
Method File:,mix 1&2&3 geology2.mth
Calibration File:,
Be9,47.,,,cps,5.78e-002,,,ppm
Bi209,2.73e+003,,,cps,0.426,,,ppm
Cd111,412,,,cps,0.256,,,ppm
Cs133,3.02e+004,,,cps,1.63,,,ppm
Co59,5.86e+004,,,cps,6.77,,,ppm
Pb208,1.48e+005,,,cps,20.9,,,ppm
Rb85,2.91e+005,,,cps,27.4,,,ppm
Se82,59.2,,,cps,0.433,,,ppm
Ag107,1.08e+004,,,cps,1.6,,,ppm
Te130,-352,,,cps,-0.289,,,ppm
Ta181,6.79e+003,,,cps,0.464,,,ppm
Tl205,2.93e+003,,,cps,0.297,,,ppm
Ge74,70.,,,cps,2.68e-002,,,ppm
Hf180,9.8e+003,,,cps,1.36,,,ppm
Mo98,1.07e+004,,,cps,3.29,,,ppm
Nb93,4.64e+004,,,cps,4.18,,,ppm
Sb121,2.02e+003,,,cps,0.437,,,ppm
Sn118,5.28e+003,,,cps,1.21,,,ppm
W184,3.52e+003,,,cps,0.731,,,ppm
Zr90,2.4e+005,,,cps,35.,,,ppm
As75,2.8e+004,,,cps,29.,,,ppm
V51,2.23e+005,,,cps,42.9,,,ppm
Cr52,1.53e+005,,,cps,24.9,,,ppm
Ni60,4.36e+004,,,cps,23.2,,,ppm
Cu63,9.27e+004,,,cps,21.3,,,ppm
Zn66,3.26e+004,,,cps,23.9,,,ppm
Th232,7.71e+004,,,cps,5.73,,,ppm
Sc45,3.29e+004,,,cps,6.96,,,ppm
Y89,1.23e+005,,,cps,7.73,,,ppm
La139,2.13e+005,,,cps,11.2,,,ppm
Ce140,3.79e+005,,,cps,22.4,,,ppm
Pr141,5.54e+004,,,cps,2.62,,,ppm
Nd142,5.88e+004,,,cps,10.3,,,ppm
Sm152,1.74e+004,,,cps,2.85,,,ppm
Eu153,1.3e+004,,,cps,1.08,,,ppm
Gd158,2.17e+004,,,cps,3.75,,,ppm
Tb159,9.72e+003,,,cps,0.418,,,ppm
Dy164,1.42e+004,,,cps,2.16,,,ppm
Ho165,9.09e+003,,,cps,0.375,,,ppm
Er166,1.e+004,,,cps,1.25,,,ppm
Tm169,3.99e+003,,,cps,0.164,,,ppm
Yb174,9.39e+003,,,cps,1.21,,,ppm
Lu175,4.2e+003,,,cps,0.195,,,ppm
U238,6.18e+004,,,cps,4.5,,,ppm
Ga69,5.52e+004,,,cps,8.,,,ppm
Sample ID:,1627-43
Method File:,mix 1&2&3 geology2.mth
Calibration File:,
Be9,33.,,,cps,4.08e-002,,,ppm
Bi209,770,,,cps,0.121,,,ppm
Cd111,163,,,cps,0.102,,,ppm
Cs133,4.68e+004,,,cps,2.53,,,ppm
Co59,7.4e+004,,,cps,8.6,,,ppm
Pb208,7.83e+004,,,cps,11.1,,,ppm
Rb85,2.61e+005,,,cps,24.7,,,ppm
Se82,-310,,,cps,-2.28,,,ppm
Ag107,1.02e+004,,,cps,1.52,,,ppm
Te130,-103,,,cps,-8.52e-002,,,ppm
Ta181,3.96e+003,,,cps,0.272,,,ppm
Tl205,2.22e+003,,,cps,0.226,,,ppm
Ge74,73.7,,,cps,2.84e-002,,,ppm
Hf180,7.25e+003,,,cps,1.01,,,ppm
Mo98,2.37e+003,,,cps,0.732,,,ppm
Nb93,2.12e+004,,,cps,1.92,,,ppm
Sb121,913,,,cps,0.199,,,ppm
Sn118,3.12e+003,,,cps,0.716,,,ppm
W184,1.36e+003,,,cps,0.284,,,ppm
Zr90,1.67e+005,,,cps,24.5,,,ppm
As75,2.16e+004,,,cps,22.5,,,ppm
V51,2.75e+005,,,cps,53.1,,,ppm
Cr52,9.98e+004,,,cps,16.4,,,ppm
Ni60,3.01e+004,,,cps,16.1,,,ppm
Cu63,6.57e+004,,,cps,15.2,,,ppm
Zn66,2.57e+004,,,cps,19.,,,ppm
Th232,1.67e+004,,,cps,1.25,,,ppm
Sc45,4.92e+004,,,cps,10.5,,,ppm
Y89,1.06e+005,,,cps,6.67,,,ppm
La139,9.83e+004,,,cps,5.2,,,ppm
Ce140,2.05e+005,,,cps,12.2,,,ppm
Pr141,2.88e+004,,,cps,1.37,,,ppm
Nd142,3.29e+004,,,cps,5.81,,,ppm
Sm152,1.13e+004,,,cps,1.86,,,ppm
Eu153,9.43e+003,,,cps,0.788,,,ppm
Gd158,1.51e+004,,,cps,2.63,,,ppm
Tb159,7.28e+003,,,cps,0.314,,,ppm
Dy164,1.22e+004,,,cps,1.86,,,ppm
Ho165,8.15e+003,,,cps,0.338,,,ppm
Er166,8.83e+003,,,cps,1.11,,,ppm
Tm169,3.71e+003,,,cps,0.154,,,ppm
Yb174,8.59e+003,,,cps,1.11,,,ppm
Lu175,3.95e+003,,,cps,0.184,,,ppm
U238,7.45e+003,,,cps,0.544,,,ppm
Ga69,5.29e+004,,,cps,7.7,,,ppm
Sample ID:,1627-44
Method File:,mix 1&2&3 geology2.mth
Calibration File:,
Be9,22.,,,cps,2.64e-002,,,ppm
Bi209,2.11e+003,,,cps,0.32,,,ppm
Cd111,322,,,cps,0.195,,,ppm
Cs133,2.61e+004,,,cps,1.37,,,ppm
Co59,4.64e+004,,,cps,5.24,,,ppm
Pb208,1.26e+005,,,cps,17.4,,,ppm
Rb85,2.35e+005,,,cps,21.6,,,ppm
Se82,12.2,,,cps,8.7e-002,,,ppm
Ag107,1.13e+004,,,cps,1.63,,,ppm
Te130,-202,,,cps,-0.162,,,ppm
Ta181,4.95e+003,,,cps,0.329,,,ppm
Tl205,2.3e+003,,,cps,0.228,,,ppm
Ge74,-13.9,,,cps,-5.19e-003,,,ppm
Hf180,7.82e+003,,,cps,1.06,,,ppm
Mo98,2.35e+004,,,cps,7.05,,,ppm
Nb93,3.5e+004,,,cps,3.07,,,ppm
Sb121,1.64e+003,,,cps,0.346,,,ppm
Sn118,4.31e+003,,,cps,0.96,,,ppm
W184,3.1e+003,,,cps,0.629,,,ppm
Zr90,1.71e+005,,,cps,24.3,,,ppm
As75,2.92e+004,,,cps,29.6,,,ppm
V51,1.56e+005,,,cps,29.2,,,ppm
Cr52,1.2e+005,,,cps,19.1,,,ppm
Ni60,4.02e+004,,,cps,20.8,,,ppm
Cu63,8.16e+004,,,cps,18.3,,,ppm
Zn66,2.68e+004,,,cps,19.2,,,ppm
Th232,6.24e+004,,,cps,4.52,,,ppm
Sc45,2.38e+004,,,cps,4.92,,,ppm
Y89,9.82e+004,,,cps,6.,,,ppm
La139,1.65e+005,,,cps,8.47,,,ppm
Ce140,2.82e+005,,,cps,16.3,,,ppm
Pr141,4.31e+004,,,cps,1.99,,,ppm
Nd142,4.67e+004,,,cps,8.01,,,ppm
Sm152,1.5e+004,,,cps,2.4,,,ppm
Eu153,9.96e+003,,,cps,0.807,,,ppm
Gd158,1.81e+004,,,cps,3.05,,,ppm
Tb159,7.86e+003,,,cps,0.33,,,ppm
Dy164,1.19e+004,,,cps,1.77,,,ppm
Ho165,8.04e+003,,,cps,0.324,,,ppm
Er166,8.51e+003,,,cps,1.04,,,ppm
Tm169,3.29e+003,,,cps,0.132,,,ppm
Yb174,7.63e+003,,,cps,0.958,,,ppm
Lu175,3.51e+003,,,cps,0.159,,,ppm
U238,5.28e+004,,,cps,3.75,,,ppm
Ga69,4.1e+004,,,cps,5.81,,,ppm
Sample ID:,1627-45
Method File:,mix 1&2&3 geology2.mth
Calibration File:,
Be9,45.,,,cps,5.38e-002,,,ppm
Bi209,3.34e+003,,,cps,0.505,,,ppm
Cd111,272,,,cps,0.164,,,ppm
Cs133,2.39e+004,,,cps,1.25,,,ppm
Co59,6.01e+004,,,cps,6.74,,,ppm
Pb208,1.63e+005,,,cps,22.3,,,ppm
Rb85,2.66e+005,,,cps,24.3,,,ppm
Se82,-118,,,cps,-0.84,,,ppm
Ag107,9.15e+003,,,cps,1.32,,,ppm
Te130,-726,,,cps,-0.578,,,ppm
Ta181,5.91e+003,,,cps,0.392,,,ppm
Tl205,2.92e+003,,,cps,0.287,,,ppm
Ge74,140,,,cps,5.19e-002,,,ppm
Hf180,8.47e+003,,,cps,1.14,,,ppm
Mo98,5.7e+003,,,cps,1.7,,,ppm
Nb93,3.84e+004,,,cps,3.36,,,ppm
Sb121,1.63e+003,,,cps,0.343,,,ppm
Sn118,4.72e+003,,,cps,1.05,,,ppm
W184,3.75e+003,,,cps,0.756,,,ppm
Zr90,1.78e+005,,,cps,25.2,,,ppm
As75,1.51e+004,,,cps,15.2,,,ppm
V51,3.11e+005,,,cps,57.9,,,ppm
Cr52,1.24e+005,,,cps,19.7,,,ppm
Ni60,2.6e+004,,,cps,13.4,,,ppm
Cu63,9.37e+004,,,cps,20.9,,,ppm
Zn66,3.99e+004,,,cps,28.4,,,ppm
Th232,6.94e+004,,,cps,5.01,,,ppm
Sc45,3.03e+004,,,cps,6.23,,,ppm
Y89,1.27e+005,,,cps,7.71,,,ppm
La139,2.09e+005,,,cps,10.7,,,ppm
Ce140,3.75e+005,,,cps,21.5,,,ppm
Pr141,5.74e+004,,,cps,2.64,,,ppm
Nd142,6.56e+004,,,cps,11.2,,,ppm
Sm152,2.23e+004,,,cps,3.56,,,ppm
Eu153,1.82e+004,,,cps,1.47,,,ppm
Gd158,2.63e+004,,,cps,4.41,,,ppm
Tb159,1.1e+004,,,cps,0.459,,,ppm
Dy164,1.69e+004,,,cps,2.49,,,ppm
Ho165,1.1e+004,,,cps,0.441,,,ppm
Er166,1.16e+004,,,cps,1.4,,,ppm
Tm169,4.96e+003,,,cps,0.199,,,ppm
Yb174,1.12e+004,,,cps,1.4,,,ppm
Lu175,4.86e+003,,,cps,0.219,,,ppm
U238,2.06e+004,,,cps,1.45,,,ppm
Ga69,6.29e+004,,,cps,8.86,,,ppm
Sample ID:,1627-46
Method File:,mix 1&2&3 geology2.mth
Calibration File:,
Be9,37.,,,cps,4.46e-002,,,ppm
Bi209,2.49e+003,,,cps,0.381,,,ppm
Cd111,318,,,cps,0.194,,,ppm
Cs133,2.36e+004,,,cps,1.24,,,ppm
Co59,5.01e+004,,,cps,5.68,,,ppm
Pb208,1.32e+005,,,cps,18.3,,,ppm
Rb85,2.3e+005,,,cps,21.2,,,ppm
Se82,64.9,,,cps,0.465,,,ppm
Ag107,1.23e+004,,,cps,1.78,,,ppm
Te130,-255,,,cps,-0.205,,,ppm
Ta181,5.39e+003,,,cps,0.361,,,ppm
Tl205,2.66e+003,,,cps,0.264,,,ppm
Ge74,75.9,,,cps,2.85e-002,,,ppm
Hf180,7.6e+003,,,cps,1.03,,,ppm
Mo98,1.1e+004,,,cps,3.31,,,ppm
Nb93,3.23e+004,,,cps,2.85,,,ppm
Sb121,1.64e+003,,,cps,0.347,,,ppm
Sn118,4.46e+003,,,cps,0.999,,,ppm
W184,3.02e+003,,,cps,0.615,,,ppm
Zr90,1.59e+005,,,cps,22.6,,,ppm
As75,2.78e+004,,,cps,28.3,,,ppm
V51,1.85e+005,,,cps,34.7,,,ppm
Cr52,1.11e+005,,,cps,17.8,,,ppm
Ni60,3.47e+004,,,cps,18.1,,,ppm
Cu63,8.25e+004,,,cps,18.6,,,ppm
Zn66,2.85e+004,,,cps,20.5,,,ppm
Th232,6.8e+004,,,cps,4.95,,,ppm
Sc45,2.38e+004,,,cps,4.94,,,ppm
Y89,1.02e+005,,,cps,6.26,,,ppm
La139,1.77e+005,,,cps,9.15,,,ppm
Ce140,3.11e+005,,,cps,18.,,,ppm
Pr141,4.69e+004,,,cps,2.18,,,ppm
Nd142,5.08e+004,,,cps,8.76,,,ppm
Sm152,1.68e+004,,,cps,2.7,,,ppm
Eu153,1.23e+004,,,cps,1.,,,ppm
Gd158,2.1e+004,,,cps,3.56,,,ppm
Tb159,9.18e+003,,,cps,0.387,,,ppm
Dy164,1.36e+004,,,cps,2.02,,,ppm
Ho165,8.78e+003,,,cps,0.356,,,ppm
Er166,9.61e+003,,,cps,1.17,,,ppm
Tm169,3.86e+003,,,cps,0.156,,,ppm
Yb174,8.75e+003,,,cps,1.11,,,ppm
Lu175,3.95e+003,,,cps,0.18,,,ppm
U238,4.64e+004,,,cps,3.31,,,ppm
Ga69,4.75e+004,,,cps,6.76,,,ppm
Sample ID:,1627-47
Method File:,mix 1&2&3 geology2.mth
Calibration File:,
Be9,11.,,,cps,1.33e-002,,,ppm
Bi209,2.13e+003,,,cps,0.325,,,ppm
Cd111,273,,,cps,0.166,,,ppm
Cs133,2.36e+004,,,cps,1.25,,,ppm
Co59,4.19e+004,,,cps,4.74,,,ppm
Pb208,1.26e+005,,,cps,17.4,,,ppm
Rb85,2.02e+005,,,cps,18.7,,,ppm
Se82,-125,,,cps,-0.896,,,ppm
Ag107,8.32e+003,,,cps,1.21,,,ppm
Te130,-282,,,cps,-0.227,,,ppm
Ta181,4.42e+003,,,cps,0.296,,,ppm
Tl205,2.32e+003,,,cps,0.23,,,ppm
Ge74,25.7,,,cps,9.64e-003,,,ppm
Hf180,6.78e+003,,,cps,0.921,,,ppm
Mo98,9.59e+003,,,cps,2.89,,,ppm
Nb93,3.22e+004,,,cps,2.84,,,ppm
Sb121,1.45e+003,,,cps,0.307,,,ppm
Sn118,5.02e+003,,,cps,1.12,,,ppm
W184,3.03e+003,,,cps,0.617,,,ppm
Zr90,1.37e+005,,,cps,19.5,,,ppm
As75,2.38e+004,,,cps,24.3,,,ppm
V51,1.52e+005,,,cps,28.6,,,ppm
Cr52,9.53e+004,,,cps,15.2,,,ppm
Ni60,3.27e+004,,,cps,17.,,,ppm
Cu63,7.41e+004,,,cps,16.7,,,ppm
Zn66,2.55e+004,,,cps,18.4,,,ppm
Th232,5.91e+004,,,cps,4.31,,,ppm
Sc45,2.09e+004,,,cps,4.33,,,ppm
Y89,8.93e+004,,,cps,5.48,,,ppm
La139,1.64e+005,,,cps,8.46,,,ppm
Ce140,2.77e+005,,,cps,16.1,,,ppm
Pr141,4.37e+004,,,cps,2.03,,,ppm
Nd142,4.84e+004,,,cps,8.34,,,ppm
Sm152,1.56e+004,,,cps,2.51,,,ppm
Eu153,1.13e+004,,,cps,0.924,,,ppm
Gd158,1.88e+004,,,cps,3.18,,,ppm
Tb159,8.19e+003,,,cps,0.345,,,ppm
Dy164,1.2e+004,,,cps,1.79,,,ppm
Ho165,8.01e+003,,,cps,0.325,,,ppm
Er166,8.83e+003,,,cps,1.08,,,ppm
Tm169,3.44e+003,,,cps,0.139,,,ppm
Yb174,7.97e+003,,,cps,1.01,,,ppm
Lu175,3.66e+003,,,cps,0.167,,,ppm
U238,4.64e+004,,,cps,3.31,,,ppm
Ga69,3.91e+004,,,cps,5.55,,,ppm
Sample ID:,1627-48
Method File:,mix 1&2&3 geology2.mth
Calibration File:,
Be9,30.,,,cps,3.65e-002,,,ppm
Bi209,2.8e+003,,,cps,0.432,,,ppm
Cd111,256,,,cps,0.158,,,ppm
Cs133,3.24e+004,,,cps,1.73,,,ppm
Co59,5.28e+004,,,cps,6.05,,,ppm
Pb208,1.53e+005,,,cps,21.3,,,ppm
Rb85,2.45e+005,,,cps,22.8,,,ppm
Se82,-0.705,,,cps,-5.1e-003,,,ppm
Ag107,9.84e+003,,,cps,1.45,,,ppm
Te130,-263,,,cps,-0.213,,,ppm
Ta181,6.19e+003,,,cps,0.418,,,ppm
Tl205,2.96e+003,,,cps,0.296,,,ppm
Ge74,137,,,cps,5.21e-002,,,ppm
Hf180,1.01e+004,,,cps,1.38,,,ppm
Mo98,3.54e+003,,,cps,1.08,,,ppm
Nb93,3.74e+004,,,cps,3.34,,,ppm
Sb121,1.9e+003,,,cps,0.407,,,ppm
Sn118,4.58e+003,,,cps,1.04,,,ppm
W184,3.2e+003,,,cps,0.657,,,ppm
Zr90,1.98e+005,,,cps,28.6,,,ppm
As75,1.89e+004,,,cps,19.4,,,ppm
V51,2.46e+005,,,cps,46.7,,,ppm
Cr52,1.1e+005,,,cps,17.8,,,ppm
Ni60,2.56e+004,,,cps,13.5,,,ppm
Cu63,8.69e+004,,,cps,19.8,,,ppm
Zn66,3.25e+004,,,cps,23.6,,,ppm
Th232,5.72e+004,,,cps,4.21,,,ppm
Sc45,2.65e+004,,,cps,5.54,,,ppm
Y89,1.12e+005,,,cps,6.93,,,ppm
La139,2.03e+005,,,cps,10.6,,,ppm
Ce140,3.61e+005,,,cps,21.1,,,ppm
Pr141,5.59e+004,,,cps,2.62,,,ppm
Nd142,6.01e+004,,,cps,10.5,,,ppm
Sm152,1.98e+004,,,cps,3.21,,,ppm
Eu153,1.47e+004,,,cps,1.21,,,ppm
Gd158,2.48e+004,,,cps,4.24,,,ppm
Tb159,1.09e+004,,,cps,0.465,,,ppm
Dy164,1.66e+004,,,cps,2.5,,,ppm
Ho165,1.04e+004,,,cps,0.426,,,ppm
Er166,1.12e+004,,,cps,1.38,,,ppm
Tm169,4.57e+003,,,cps,0.186,,,ppm
Yb174,1.03e+004,,,cps,1.31,,,ppm
Lu175,4.64e+003,,,cps,0.213,,,ppm
U238,1.92e+004,,,cps,1.38,,,ppm
Ga69,5.1e+004,,,cps,7.32,,,ppm
Sample ID:,1627-49
Method File:,mix 1&2&3 geology2.mth
Calibration File:,
Be9,25.,,,cps,3.02e-002,,,ppm
Bi209,2.89e+003,,,cps,0.442,,,ppm
Cd111,192,,,cps,0.117,,,ppm
Cs133,2.46e+004,,,cps,1.3,,,ppm
Co59,4.55e+004,,,cps,5.16,,,ppm
Pb208,1.5e+005,,,cps,20.7,,,ppm
Rb85,2.03e+005,,,cps,18.7,,,ppm
Se82,-127,,,cps,-0.907,,,ppm
Ag107,9.21e+003,,,cps,1.34,,,ppm
Te130,-389,,,cps,-0.313,,,ppm
Ta181,6.12e+003,,,cps,0.41,,,ppm
Tl205,2.38e+003,,,cps,0.237,,,ppm
Ge74,158,,,cps,5.92e-002,,,ppm
Hf180,8.73e+003,,,cps,1.19,,,ppm
Mo98,4.83e+003,,,cps,1.45,,,ppm
Nb93,3.63e+004,,,cps,3.2,,,ppm
Sb121,1.83e+003,,,cps,0.388,,,ppm
Sn118,4.39e+003,,,cps,0.984,,,ppm
W184,3.56e+003,,,cps,0.725,,,ppm
Zr90,1.63e+005,,,cps,23.2,,,ppm
As75,2.21e+004,,,cps,22.5,,,ppm
V51,2.92e+005,,,cps,54.9,,,ppm
Cr52,9.85e+004,,,cps,15.8,,,ppm
Ni60,2.35e+004,,,cps,12.2,,,ppm
Cu63,7.07e+004,,,cps,15.9,,,ppm
Zn66,3.06e+004,,,cps,22.,,,ppm
Th232,5.55e+004,,,cps,4.04,,,ppm
Sc45,2.1e+004,,,cps,4.36,,,ppm
Y89,1.04e+005,,,cps,6.39,,,ppm
La139,1.87e+005,,,cps,9.67,,,ppm
Ce140,3.33e+005,,,cps,19.3,,,ppm
Pr141,5.08e+004,,,cps,2.36,,,ppm
Nd142,5.8e+004,,,cps,10.,,,ppm
Sm152,1.93e+004,,,cps,3.11,,,ppm
Eu153,1.5e+004,,,cps,1.23,,,ppm
Gd158,2.41e+004,,,cps,4.08,,,ppm
Tb159,1.03e+004,,,cps,0.433,,,ppm
Dy164,1.56e+004,,,cps,2.33,,,ppm
Ho165,1.05e+004,,,cps,0.427,,,ppm
Er166,1.12e+004,,,cps,1.38,,,ppm
Tm169,4.42e+003,,,cps,0.179,,,ppm
Yb174,9.78e+003,,,cps,1.24,,,ppm
Lu175,4.51e+003,,,cps,0.205,,,ppm
U238,2.39e+004,,,cps,1.71,,,ppm
Ga69,4.6e+004,,,cps,6.54,,,ppm
Sample ID:,1627-50
Method File:,mix 1&2&3 geology2.mth
Calibration File:,
Be9,5.,,,cps,6.15e-003,,,ppm
Bi209,2.62e+003,,,cps,0.408,,,ppm
Cd111,176,,,cps,0.109,,,ppm
Cs133,2.64e+004,,,cps,1.42,,,ppm
Co59,3.67e+004,,,cps,4.24,,,ppm
Pb208,1.35e+005,,,cps,19.1,,,ppm
Rb85,1.93e+005,,,cps,18.2,,,ppm
Se82,38.6,,,cps,0.282,,,ppm
Ag107,7.61e+003,,,cps,1.13,,,ppm
Te130,-344,,,cps,-0.282,,,ppm
