Summary by Sample
Dataset Name:, C:\Elandata\DataSet\1404-06-04
,Net Intensity,,,,Concentration
,Value,SD,RSD,Units,Value,SD,RSD,Units
Sample ID:,W
Method File:,mix 1&2&3 geology2.mth
Calibration File:,
Ce140,1.75e+005,,,cps,10.4,,,ppm
Pr141,2.61e+004,,,cps,1.24,,,ppm
Nd142,2.81e+004,,,cps,4.97,,,ppm
Sm152,8.93e+003,,,cps,1.47,,,ppm
Eu153,6.32e+003,,,cps,0.528,,,ppm
Gd158,7.93e+003,,,cps,1.38,,,ppm
Tb159,4.27e+003,,,cps,0.184,,,ppm
Dy164,6.89e+003,,,cps,1.05,,,ppm
Ho165,4.49e+003,,,cps,0.187,,,ppm
Er166,4.58e+003,,,cps,0.574,,,ppm
Tm169,1.82e+003,,,cps,7.56e-002,,,ppm
Yb174,3.96e+003,,,cps,0.513,,,ppm
Lu175,1.84e+003,,,cps,8.56e-002,,,ppm
U238,7.14e+003,,,cps,0.522,,,ppm
Ga69,8.4e+004,,,cps,12.2,,,ppm
Sample ID:,nit
Method File:,mix 1&2&3 geology2.mth
Calibration File:,
Be9,1.,,,cps,4.95e-006,,,ppm
Bi209,505,,,cps,3.16e-004,,,ppm
Cd111,1.05,,,cps,2.63e-006,,,ppm
Cs133,60.,,,cps,1.3e-005,,,ppm
Co59,1.72e+003,,,cps,8.e-004,,,ppm
Pb208,5.65e+003,,,cps,3.21e-003,,,ppm
Rb85,196,,,cps,7.4e-005,,,ppm
Se82,-10.6,,,cps,-3.1e-004,,,ppm
Ag107,192,,,cps,1.14e-004,,,ppm
Te130,246,,,cps,8.12e-004,,,ppm
Ta181,231,,,cps,6.35e-005,,,ppm
Tl205,143,,,cps,5.83e-005,,,ppm
Ge74,-2.5,,,cps,-3.85e-006,,,ppm
Hf180,18.7,,,cps,1.04e-005,,,ppm
Mo98,3.21e+003,,,cps,3.97e-003,,,ppm
Nb93,1.08e+003,,,cps,3.9e-004,,,ppm
Sb121,37.9,,,cps,3.3e-005,,,ppm
Sn118,768,,,cps,7.06e-004,,,ppm
W184,1.67e+003,,,cps,1.4e-003,,,ppm
Zr90,280,,,cps,1.64e-004,,,ppm
As75,1.65e+003,,,cps,6.89e-003,,,ppm
V51,-3.52e+004,,,cps,-2.72e-002,,,ppm
Cr52,9.89e+004,,,cps,6.48e-002,,,ppm
Ni60,2.1e+004,,,cps,4.48e-002,,,ppm
Cu63,3.02e+003,,,cps,2.79e-003,,,ppm
Zn66,9.34e+003,,,cps,2.75e-002,,,ppm
Th232,192,,,cps,5.72e-005,,,ppm
Sc45,-1.45e+003,,,cps,-1.23e-003,,,ppm
Y89,55.8,,,cps,1.4e-005,,,ppm
La139,105,,,cps,2.23e-005,,,ppm
Ce140,169,,,cps,4.02e-005,,,ppm
Pr141,62.8,,,cps,1.2e-005,,,ppm
Nd142,20.7,,,cps,1.46e-005,,,ppm
Sm152,57.8,,,cps,3.81e-005,,,ppm
Eu153,4.1,,,cps,1.37e-006,,,ppm
Gd158,5.83,,,cps,4.05e-006,,,ppm
Tb159,-5.11,,,cps,-8.83e-007,,,ppm
Dy164,-2.85,,,cps,-1.74e-006,,,ppm
Ho165,-2.04,,,cps,-3.39e-007,,,ppm
Er166,5.1,,,cps,2.56e-006,,,ppm
Tm169,-8.42,,,cps,-1.4e-006,,,ppm
Yb174,-1.06,,,cps,-5.51e-007,,,ppm
Lu175,2.04,,,cps,3.81e-007,,,ppm
U238,33.7,,,cps,9.85e-006,,,ppm
Ga69,154,,,cps,8.96e-005,,,ppm
Sample ID:,1627-1
Method File:,mix 1&2&3 geology2.mth
Calibration File:,
Be9,321,,,cps,0.395,,,ppm
Bi209,1.22e+003,,,cps,0.189,,,ppm
Cd111,1.59e+003,,,cps,0.986,,,ppm
Cs133,1.82e+004,,,cps,0.981,,,ppm
Co59,1.58e+005,,,cps,18.2,,,ppm
Pb208,1.32e+005,,,cps,18.7,,,ppm
Rb85,2.29e+005,,,cps,21.5,,,ppm
Se82,-12.4,,,cps,-9.04e-002,,,ppm
Ag107,9.04e+004,,,cps,13.4,,,ppm
Te130,-269,,,cps,-0.221,,,ppm
Ta181,4.06e+003,,,cps,0.277,,,ppm
Tl205,1.21e+003,,,cps,0.122,,,ppm
Ge74,81.6,,,cps,3.12e-002,,,ppm
Hf180,8.86e+003,,,cps,1.23,,,ppm
Mo98,5.76e+003,,,cps,1.77,,,ppm
Nb93,3.52e+004,,,cps,3.16,,,ppm
Sb121,1.37e+003,,,cps,0.297,,,ppm
Sn118,4.9e+003,,,cps,1.12,,,ppm
W184,3.58e+003,,,cps,0.744,,,ppm
Zr90,2.82e+005,,,cps,41.1,,,ppm
As75,2.87e+004,,,cps,29.8,,,ppm
V51,2.24e+006,,,cps,430,,,ppm
Cr52,2.85e+005,,,cps,46.6,,,ppm
Ni60,5.32e+004,,,cps,28.2,,,ppm
Cu63,1.63e+005,,,cps,37.4,,,ppm
Zn66,7.05e+004,,,cps,51.7,,,ppm
Th232,2.29e+004,,,cps,1.7,,,ppm
Sc45,1.34e+005,,,cps,28.2,,,ppm
Y89,1.86e+005,,,cps,11.7,,,ppm
La139,1.5e+005,,,cps,7.9,,,ppm
Ce140,2.66e+005,,,cps,15.8,,,ppm
Pr141,4.46e+004,,,cps,2.11,,,ppm
Nd142,5.37e+004,,,cps,9.44,,,ppm
Sm152,1.49e+004,,,cps,2.44,,,ppm
Eu153,1.17e+004,,,cps,0.97,,,ppm
Gd158,1.67e+004,,,cps,2.89,,,ppm
Tb159,9.39e+003,,,cps,0.403,,,ppm
Dy164,1.56e+004,,,cps,2.37,,,ppm
Ho165,1.14e+004,,,cps,0.47,,,ppm
Er166,1.12e+004,,,cps,1.4,,,ppm
Tm169,4.65e+003,,,cps,0.192,,,ppm
Yb174,1.e+004,,,cps,1.29,,,ppm
Lu175,4.63e+003,,,cps,0.215,,,ppm
U238,8.09e+003,,,cps,0.588,,,ppm
Ga69,1.09e+005,,,cps,15.8,,,ppm
Sample ID:,1627-2
Method File:,mix 1&2&3 geology2.mth
Calibration File:,
Be9,330,,,cps,0.404,,,ppm
Bi209,1.29e+003,,,cps,0.2,,,ppm
Cd111,264,,,cps,0.164,,,ppm
Cs133,2.18e+004,,,cps,1.17,,,ppm
Co59,1.75e+005,,,cps,20.1,,,ppm
Pb208,8.47e+004,,,cps,11.9,,,ppm
Rb85,2.2e+005,,,cps,20.6,,,ppm
Se82,-138,,,cps,-1.01,,,ppm
Ag107,1.9e+004,,,cps,2.8,,,ppm
Te130,-617,,,cps,-0.503,,,ppm
Ta181,3.96e+003,,,cps,0.269,,,ppm
Tl205,1.23e+003,,,cps,0.123,,,ppm
Ge74,80.7,,,cps,3.07e-002,,,ppm
Hf180,8.63e+003,,,cps,1.19,,,ppm
Mo98,4.43e+003,,,cps,1.36,,,ppm
Nb93,3.91e+004,,,cps,3.5,,,ppm
Sb121,1.19e+003,,,cps,0.256,,,ppm
Sn118,4.69e+003,,,cps,1.07,,,ppm
W184,3.75e+003,,,cps,0.775,,,ppm
Zr90,2.79e+005,,,cps,40.5,,,ppm
As75,3.41e+004,,,cps,35.2,,,ppm
V51,2.48e+006,,,cps,474,,,ppm
Cr52,2.83e+005,,,cps,45.9,,,ppm
Ni60,5.91e+004,,,cps,31.2,,,ppm
Cu63,1.93e+005,,,cps,44.2,,,ppm
Zn66,7.62e+004,,,cps,55.6,,,ppm
Th232,2.78e+004,,,cps,2.06,,,ppm
Sc45,1.53e+005,,,cps,32.2,,,ppm
Y89,1.92e+005,,,cps,12.,,,ppm
La139,1.74e+005,,,cps,9.14,,,ppm
Ce140,3.02e+005,,,cps,17.8,,,ppm
Pr141,5.11e+004,,,cps,2.41,,,ppm
Nd142,5.69e+004,,,cps,9.95,,,ppm
Sm152,1.73e+004,,,cps,2.81,,,ppm
Eu153,1.24e+004,,,cps,1.02,,,ppm
Gd158,1.85e+004,,,cps,3.19,,,ppm
Tb159,1.01e+004,,,cps,0.433,,,ppm
Dy164,1.66e+004,,,cps,2.51,,,ppm
Ho165,1.18e+004,,,cps,0.486,,,ppm
Er166,1.17e+004,,,cps,1.45,,,ppm
Tm169,5.15e+003,,,cps,0.211,,,ppm
Yb174,1.03e+004,,,cps,1.32,,,ppm
Lu175,4.94e+003,,,cps,0.228,,,ppm
U238,9.95e+003,,,cps,0.72,,,ppm
Ga69,1.2e+005,,,cps,17.4,,,ppm
Sample ID:,1627-3
Method File:,mix 1&2&3 geology2.mth
Calibration File:,
Be9,371,,,cps,0.452,,,ppm
Bi209,4.18e+004,,,cps,6.45,,,ppm
Cd111,226,,,cps,0.139,,,ppm
Cs133,2.33e+004,,,cps,1.24,,,ppm
Co59,1.78e+005,,,cps,20.3,,,ppm
Pb208,1.07e+005,,,cps,15.,,,ppm
Rb85,2.68e+005,,,cps,24.9,,,ppm
Se82,95.5,,,cps,0.691,,,ppm
Ag107,1.53e+004,,,cps,2.25,,,ppm
Te130,-337,,,cps,-0.273,,,ppm
Ta181,4.57e+003,,,cps,0.309,,,ppm
Tl205,1.33e+003,,,cps,0.134,,,ppm
Ge74,-41.4,,,cps,-1.57e-002,,,ppm
Hf180,8.67e+003,,,cps,1.19,,,ppm
Mo98,4.07e+003,,,cps,1.24,,,ppm
Nb93,3.97e+004,,,cps,3.54,,,ppm
Sb121,1.28e+003,,,cps,0.275,,,ppm
Sn118,5.23e+003,,,cps,1.18,,,ppm
W184,3.2e+003,,,cps,0.657,,,ppm
Zr90,2.85e+005,,,cps,41.1,,,ppm
As75,3.82e+004,,,cps,39.3,,,ppm
V51,2.43e+006,,,cps,461,,,ppm
Cr52,2.83e+005,,,cps,45.7,,,ppm
Ni60,5.76e+004,,,cps,30.3,,,ppm
Cu63,1.75e+005,,,cps,39.8,,,ppm
Zn66,7.9e+004,,,cps,57.3,,,ppm
Th232,2.77e+004,,,cps,2.04,,,ppm
Sc45,1.44e+005,,,cps,30.1,,,ppm
Y89,1.95e+005,,,cps,12.1,,,ppm
La139,1.55e+005,,,cps,8.09,,,ppm
Ce140,2.94e+005,,,cps,17.2,,,ppm
Pr141,4.76e+004,,,cps,2.23,,,ppm
Nd142,5.42e+004,,,cps,9.43,,,ppm
Sm152,1.61e+004,,,cps,2.61,,,ppm
Eu153,1.16e+004,,,cps,0.952,,,ppm
Gd158,1.71e+004,,,cps,2.92,,,ppm
Tb159,9.82e+003,,,cps,0.418,,,ppm
Dy164,1.65e+004,,,cps,2.48,,,ppm
Ho165,1.16e+004,,,cps,0.473,,,ppm
Er166,1.15e+004,,,cps,1.42,,,ppm
Tm169,4.76e+003,,,cps,0.195,,,ppm
Yb174,1.02e+004,,,cps,1.3,,,ppm
Lu175,4.8e+003,,,cps,0.221,,,ppm
U238,9.45e+003,,,cps,0.681,,,ppm
Ga69,1.24e+005,,,cps,17.9,,,ppm
Sample ID:,1627-4
Method File:,mix 1&2&3 geology2.mth
Calibration File:,
Be9,427,,,cps,0.52,,,ppm
Bi209,2.32e+003,,,cps,0.358,,,ppm
Cd111,220,,,cps,0.135,,,ppm
Cs133,2.44e+004,,,cps,1.3,,,ppm
Co59,1.92e+005,,,cps,22.,,,ppm
Pb208,1.2e+005,,,cps,16.8,,,ppm
Rb85,2.78e+005,,,cps,25.8,,,ppm
Se82,-55.5,,,cps,-0.402,,,ppm
Ag107,8.81e+004,,,cps,12.9,,,ppm
Te130,-317,,,cps,-0.257,,,ppm
Ta181,4.29e+003,,,cps,0.29,,,ppm
Tl205,1.61e+003,,,cps,0.161,,,ppm
Ge74,-339,,,cps,-0.129,,,ppm
Hf180,8.97e+003,,,cps,1.23,,,ppm
Mo98,5.69e+003,,,cps,1.73,,,ppm
Nb93,4.35e+004,,,cps,3.87,,,ppm
Sb121,5.39e+003,,,cps,1.16,,,ppm
Sn118,7.12e+003,,,cps,1.61,,,ppm
W184,3.46e+003,,,cps,0.711,,,ppm
Zr90,3.19e+005,,,cps,46.,,,ppm
As75,5.61e+004,,,cps,57.6,,,ppm
V51,3.64e+006,,,cps,691,,,ppm
Cr52,3.83e+005,,,cps,62.,,,ppm
Ni60,6.35e+004,,,cps,33.4,,,ppm
Cu63,1.98e+005,,,cps,45.1,,,ppm
Zn66,9.41e+004,,,cps,68.3,,,ppm
Th232,3.13e+004,,,cps,2.3,,,ppm
Sc45,1.51e+005,,,cps,31.7,,,ppm
Y89,1.99e+005,,,cps,12.3,,,ppm
La139,1.73e+005,,,cps,9.,,,ppm
Ce140,3.1e+005,,,cps,18.2,,,ppm
Pr141,5.e+004,,,cps,2.34,,,ppm
Nd142,5.85e+004,,,cps,10.2,,,ppm
Sm152,1.67e+004,,,cps,2.71,,,ppm
Eu153,1.21e+004,,,cps,0.992,,,ppm
Gd158,1.82e+004,,,cps,3.11,,,ppm
Tb159,1.02e+004,,,cps,0.433,,,ppm
Dy164,1.67e+004,,,cps,2.5,,,ppm
Ho165,1.19e+004,,,cps,0.486,,,ppm
Er166,1.19e+004,,,cps,1.47,,,ppm
Tm169,5.01e+003,,,cps,0.204,,,ppm
Yb174,1.09e+004,,,cps,1.39,,,ppm
Lu175,5.09e+003,,,cps,0.234,,,ppm
U238,1.02e+004,,,cps,0.733,,,ppm
Ga69,1.27e+005,,,cps,18.2,,,ppm
Sample ID:,1627-5
Method File:,mix 1&2&3 geology2.mth
Calibration File:,
Be9,360,,,cps,0.434,,,ppm
Bi209,1.73e+003,,,cps,0.264,,,ppm
Cd111,241,,,cps,0.147,,,ppm
Cs133,2.23e+004,,,cps,1.18,,,ppm
Co59,1.67e+005,,,cps,18.9,,,ppm
Pb208,1.08e+005,,,cps,15.,,,ppm
Rb85,2.61e+005,,,cps,24.1,,,ppm
Se82,-382,,,cps,-2.74,,,ppm
Ag107,1.54e+004,,,cps,2.23,,,ppm
Te130,-233,,,cps,-0.187,,,ppm
Ta181,4.79e+003,,,cps,0.321,,,ppm
Tl205,1.59e+003,,,cps,0.157,,,ppm
Ge74,276,,,cps,0.104,,,ppm
Hf180,9.03e+003,,,cps,1.23,,,ppm
Mo98,4.46e+003,,,cps,1.34,,,ppm
Nb93,4.16e+004,,,cps,3.67,,,ppm
Sb121,1.21e+003,,,cps,0.256,,,ppm
Sn118,4.86e+003,,,cps,1.09,,,ppm
W184,3.11e+003,,,cps,0.633,,,ppm
Zr90,2.79e+005,,,cps,39.8,,,ppm
As75,3.6e+004,,,cps,36.6,,,ppm
V51,2.37e+006,,,cps,446,,,ppm
Cr52,2.72e+005,,,cps,43.5,,,ppm
Ni60,5.34e+004,,,cps,27.8,,,ppm
Cu63,1.78e+005,,,cps,40.1,,,ppm
Zn66,7.39e+004,,,cps,53.1,,,ppm
Th232,3.15e+004,,,cps,2.3,,,ppm
Sc45,1.41e+005,,,cps,29.3,,,ppm
Y89,1.96e+005,,,cps,12.,,,ppm
La139,1.73e+005,,,cps,8.91,,,ppm
Ce140,3.25e+005,,,cps,18.9,,,ppm
Pr141,4.95e+004,,,cps,2.3,,,ppm
Nd142,5.54e+004,,,cps,9.55,,,ppm
Sm152,1.77e+004,,,cps,2.85,,,ppm
Eu153,1.24e+004,,,cps,1.01,,,ppm
Gd158,1.86e+004,,,cps,3.16,,,ppm
Tb159,1.03e+004,,,cps,0.433,,,ppm
Dy164,1.7e+004,,,cps,2.54,,,ppm
Ho165,1.19e+004,,,cps,0.48,,,ppm
Er166,1.2e+004,,,cps,1.47,,,ppm
Tm169,4.98e+003,,,cps,0.201,,,ppm
Yb174,1.1e+004,,,cps,1.39,,,ppm
Lu175,5.01e+003,,,cps,0.228,,,ppm
U238,1.01e+004,,,cps,0.718,,,ppm
Ga69,1.21e+005,,,cps,17.2,,,ppm
Sample ID:,1627-6
Method File:,mix 1&2&3 geology2.mth
Calibration File:,
Be9,431,,,cps,0.525,,,ppm
Bi209,2.18e+003,,,cps,0.336,,,ppm
Cd111,244,,,cps,0.15,,,ppm
Cs133,2.23e+004,,,cps,1.19,,,ppm
Co59,1.34e+005,,,cps,15.3,,,ppm
Pb208,1.02e+005,,,cps,14.2,,,ppm
Rb85,3.58e+005,,,cps,33.3,,,ppm
Se82,-290,,,cps,-2.1,,,ppm
Ag107,7.66e+003,,,cps,1.12,,,ppm
Te130,-108,,,cps,-8.73e-002,,,ppm
Ta181,6.02e+003,,,cps,0.407,,,ppm
Tl205,2.08e+003,,,cps,0.208,,,ppm
Ge74,318,,,cps,0.121,,,ppm
Hf180,8.65e+003,,,cps,1.19,,,ppm
Mo98,5.06e+003,,,cps,1.54,,,ppm
Nb93,5.57e+004,,,cps,4.96,,,ppm
Sb121,1.71e+003,,,cps,0.366,,,ppm
Sn118,5.08e+003,,,cps,1.15,,,ppm
W184,3.52e+003,,,cps,0.723,,,ppm
Zr90,3.11e+005,,,cps,44.8,,,ppm
As75,3.53e+004,,,cps,36.2,,,ppm
V51,1.8e+006,,,cps,342,,,ppm
Cr52,2.78e+005,,,cps,44.9,,,ppm
Ni60,4.98e+004,,,cps,26.2,,,ppm
Cu63,1.64e+005,,,cps,37.3,,,ppm
Zn66,6.33e+004,,,cps,45.9,,,ppm
Th232,4.83e+004,,,cps,3.56,,,ppm
Sc45,1.1e+005,,,cps,22.9,,,ppm
Y89,2.05e+005,,,cps,12.7,,,ppm
La139,2.16e+005,,,cps,11.2,,,ppm
Ce140,3.96e+005,,,cps,23.2,,,ppm
Pr141,6.09e+004,,,cps,2.86,,,ppm
Nd142,7.11e+004,,,cps,12.4,,,ppm
Sm152,1.99e+004,,,cps,3.23,,,ppm
Eu153,1.3e+004,,,cps,1.07,,,ppm
Gd158,2.21e+004,,,cps,3.79,,,ppm
Tb159,1.12e+004,,,cps,0.479,,,ppm
Dy164,1.83e+004,,,cps,2.74,,,ppm
Ho165,1.22e+004,,,cps,0.499,,,ppm
Er166,1.28e+004,,,cps,1.58,,,ppm
Tm169,5.28e+003,,,cps,0.216,,,ppm
Yb174,1.13e+004,,,cps,1.44,,,ppm
Lu175,5.12e+003,,,cps,0.235,,,ppm
U238,1.27e+004,,,cps,0.916,,,ppm
Ga69,1.28e+005,,,cps,18.4,,,ppm
Sample ID:,1627-7
Method File:,mix 1&2&3 geology2.mth
Calibration File:,
Be9,363,,,cps,0.442,,,ppm
Bi209,1.9e+003,,,cps,0.294,,,ppm
Cd111,246,,,cps,0.152,,,ppm
Cs133,1.85e+004,,,cps,0.988,,,ppm
Co59,1.68e+005,,,cps,19.2,,,ppm
Pb208,1.28e+005,,,cps,18.,,,ppm
Rb85,2.56e+005,,,cps,23.9,,,ppm
Se82,-305,,,cps,-2.21,,,ppm
Ag107,9.3e+003,,,cps,1.37,,,ppm
Te130,-170,,,cps,-0.138,,,ppm
Ta181,2.83e+003,,,cps,0.191,,,ppm
Tl205,1.56e+003,,,cps,0.156,,,ppm
Ge74,274,,,cps,0.104,,,ppm
Hf180,8.1e+003,,,cps,1.11,,,ppm
Mo98,6.5e+003,,,cps,1.98,,,ppm
Nb93,3.59e+004,,,cps,3.2,,,ppm
Sb121,1.8e+003,,,cps,0.386,,,ppm
Sn118,4.97e+003,,,cps,1.12,,,ppm
W184,2.91e+003,,,cps,0.598,,,ppm
Zr90,2.49e+005,,,cps,35.8,,,ppm
As75,3.67e+004,,,cps,37.7,,,ppm
V51,2.26e+006,,,cps,429,,,ppm
Cr52,2.73e+005,,,cps,44.1,,,ppm
Ni60,5.34e+004,,,cps,28.1,,,ppm
Cu63,1.94e+005,,,cps,44.1,,,ppm
Zn66,7.96e+004,,,cps,57.8,,,ppm
Th232,2.95e+004,,,cps,2.17,,,ppm
Sc45,1.28e+005,,,cps,26.8,,,ppm
Y89,2.05e+005,,,cps,12.7,,,ppm
La139,1.8e+005,,,cps,9.39,,,ppm
Ce140,3.19e+005,,,cps,18.7,,,ppm
Pr141,5.26e+004,,,cps,2.47,,,ppm
Nd142,6.17e+004,,,cps,10.7,,,ppm
Sm152,1.77e+004,,,cps,2.88,,,ppm
Eu153,1.24e+004,,,cps,1.02,,,ppm
Gd158,1.96e+004,,,cps,3.35,,,ppm
Tb159,1.07e+004,,,cps,0.454,,,ppm
Dy164,1.74e+004,,,cps,2.62,,,ppm
Ho165,1.2e+004,,,cps,0.491,,,ppm
Er166,1.2e+004,,,cps,1.48,,,ppm
Tm169,5.07e+003,,,cps,0.207,,,ppm
Yb174,1.05e+004,,,cps,1.34,,,ppm
Lu175,4.82e+003,,,cps,0.222,,,ppm
U238,9.37e+003,,,cps,0.675,,,ppm
Ga69,1.16e+005,,,cps,16.6,,,ppm
Sample ID:,1627-8
Method File:,mix 1&2&3 geology2.mth
Calibration File:,
Be9,502,,,cps,0.606,,,ppm
Bi209,2.33e+003,,,cps,0.356,,,ppm
Cd111,308,,,cps,0.188,,,ppm
Cs133,5.75e+004,,,cps,3.04,,,ppm
Co59,1.31e+005,,,cps,14.8,,,ppm
Pb208,1.2e+005,,,cps,16.7,,,ppm
Rb85,6.4e+005,,,cps,59.,,,ppm
Se82,-15.4,,,cps,-0.11,,,ppm
Ag107,9.61e+003,,,cps,1.4,,,ppm
Te130,-155,,,cps,-0.124,,,ppm
Ta181,5.78e+003,,,cps,0.387,,,ppm
Tl205,2.85e+003,,,cps,0.283,,,ppm
Ge74,29.2,,,cps,1.09e-002,,,ppm
Hf180,9.54e+003,,,cps,1.3,,,ppm
Mo98,4.32e+003,,,cps,1.3,,,ppm
Nb93,8.08e+004,,,cps,7.13,,,ppm
Sb121,1.74e+003,,,cps,0.369,,,ppm
Sn118,6.8e+003,,,cps,1.52,,,ppm
W184,5.23e+003,,,cps,1.07,,,ppm
Zr90,3.13e+005,,,cps,44.7,,,ppm
As75,3.99e+004,,,cps,40.6,,,ppm
V51,8.61e+005,,,cps,162,,,ppm
Cr52,4.43e+005,,,cps,70.9,,,ppm
Ni60,9.65e+004,,,cps,50.2,,,ppm
Cu63,1.15e+005,,,cps,25.9,,,ppm
Zn66,6.58e+004,,,cps,47.3,,,ppm
Th232,6.8e+004,,,cps,4.95,,,ppm
Sc45,9.26e+004,,,cps,19.2,,,ppm
Y89,1.97e+005,,,cps,12.1,,,ppm
La139,3.19e+005,,,cps,16.5,,,ppm
Ce140,5.76e+005,,,cps,33.4,,,ppm
Pr141,8.5e+004,,,cps,3.95,,,ppm
Nd142,8.48e+004,,,cps,14.6,,,ppm
Sm152,2.18e+004,,,cps,3.51,,,ppm
Eu153,1.09e+004,,,cps,0.891,,,ppm
Gd158,2.45e+004,,,cps,4.15,,,ppm
Tb159,1.16e+004,,,cps,0.49,,,ppm
Dy164,1.76e+004,,,cps,2.62,,,ppm
Ho165,1.22e+004,,,cps,0.493,,,ppm
Er166,1.19e+004,,,cps,1.46,,,ppm
Tm169,4.81e+003,,,cps,0.195,,,ppm
Yb174,9.91e+003,,,cps,1.25,,,ppm
Lu175,4.48e+003,,,cps,0.204,,,ppm
U238,1.69e+004,,,cps,1.2,,,ppm
Ga69,1.12e+005,,,cps,15.9,,,ppm
Sample ID:,1627-9
Method File:,mix 1&2&3 geology2.mth
Calibration File:,
Be9,595,,,cps,0.725,,,ppm
Bi209,2.7e+003,,,cps,0.416,,,ppm
Cd111,293,,,cps,0.18,,,ppm
Cs133,6.86e+004,,,cps,3.66,,,ppm
Co59,1.06e+005,,,cps,12.2,,,ppm
Pb208,1.1e+005,,,cps,15.3,,,ppm
Rb85,7.5e+005,,,cps,69.8,,,ppm
Se82,-160,,,cps,-1.16,,,ppm
Ag107,8.96e+003,,,cps,1.32,,,ppm
Te130,-262,,,cps,-0.213,,,ppm
Ta181,9.75e+003,,,cps,0.659,,,ppm
Tl205,3.13e+003,,,cps,0.314,,,ppm
Ge74,70.8,,,cps,2.69e-002,,,ppm
Hf180,1.23e+004,,,cps,1.69,,,ppm
Mo98,4.37e+003,,,cps,1.33,,,ppm
Nb93,9.3e+004,,,cps,8.29,,,ppm
Sb121,2.05e+003,,,cps,0.439,,,ppm
Sn118,7.31e+003,,,cps,1.65,,,ppm
W184,6.3e+003,,,cps,1.3,,,ppm
Zr90,4.74e+005,,,cps,68.4,,,ppm
As75,3.57e+004,,,cps,36.7,,,ppm
V51,6.25e+005,,,cps,119,,,ppm
Cr52,4.58e+005,,,cps,74.1,,,ppm
Ni60,9.35e+004,,,cps,49.2,,,ppm
Cu63,9.13e+004,,,cps,20.8,,,ppm
Zn66,5.82e+004,,,cps,42.3,,,ppm
Th232,8.49e+004,,,cps,6.25,,,ppm
Sc45,8.94e+004,,,cps,18.7,,,ppm
Y89,2.08e+005,,,cps,12.9,,,ppm
La139,3.49e+005,,,cps,18.2,,,ppm
Ce140,5.93e+005,,,cps,34.7,,,ppm
Pr141,8.88e+004,,,cps,4.17,,,ppm
Nd142,9.24e+004,,,cps,16.1,,,ppm
Sm152,2.2e+004,,,cps,3.57,,,ppm
Eu153,1.06e+004,,,cps,0.868,,,ppm
Gd158,2.51e+004,,,cps,4.29,,,ppm
Tb159,1.26e+004,,,cps,0.537,,,ppm
Dy164,1.83e+004,,,cps,2.76,,,ppm
Ho165,1.22e+004,,,cps,0.498,,,ppm
Er166,1.26e+004,,,cps,1.56,,,ppm
Tm169,5.16e+003,,,cps,0.211,,,ppm
Yb174,1.13e+004,,,cps,1.44,,,ppm
Lu175,4.95e+003,,,cps,0.227,,,ppm
U238,2.12e+004,,,cps,1.52,,,ppm
Ga69,1.01e+005,,,cps,14.5,,,ppm
Sample ID:,1627-10
Method File:,mix 1&2&3 geology2.mth
Calibration File:,
Be9,490,,,cps,0.594,,,ppm
Bi209,3.41e+003,,,cps,0.524,,,ppm
Cd111,299,,,cps,0.183,,,ppm
Cs133,4.62e+004,,,cps,2.45,,,ppm
Co59,1.47e+005,,,cps,16.7,,,ppm
Pb208,1.49e+006,,,cps,207,,,ppm
Rb85,4.88e+005,,,cps,45.2,,,ppm
Se82,-144,,,cps,-1.04,,,ppm
Ag107,9.79e+003,,,cps,1.43,,,ppm
Te130,-444,,,cps,-0.358,,,ppm
Ta181,8.69e+003,,,cps,0.584,,,ppm
Tl205,2.46e+003,,,cps,0.245,,,ppm
Ge74,143,,,cps,5.4e-002,,,ppm
Hf180,1.04e+004,,,cps,1.42,,,ppm
Mo98,5.05e+003,,,cps,1.53,,,ppm
Nb93,8.49e+004,,,cps,7.53,,,ppm
Sb121,2.42e+003,,,cps,0.517,,,ppm
Sn118,8.35e+003,,,cps,1.88,,,ppm
W184,5.57e+003,,,cps,1.14,,,ppm
Zr90,3.4e+005,,,cps,48.7,,,ppm
As75,4.57e+004,,,cps,46.7,,,ppm
V51,2.22e+006,,,cps,419,,,ppm
Cr52,4.66e+005,,,cps,74.9,,,ppm
Ni60,9.24e+004,,,cps,48.3,,,ppm
Cu63,1.39e+005,,,cps,31.5,,,ppm
Zn66,8.38e+004,,,cps,60.6,,,ppm
Th232,5.91e+004,,,cps,4.33,,,ppm
Sc45,1.05e+005,,,cps,21.9,,,ppm
Y89,2.02e+005,,,cps,12.5,,,ppm
La139,2.91e+005,,,cps,15.1,,,ppm
Ce140,5.06e+005,,,cps,29.5,,,ppm
Pr141,7.39e+004,,,cps,3.45,,,ppm
Nd142,8.07e+004,,,cps,14.,,,ppm
Sm152,1.95e+004,,,cps,3.15,,,ppm
Eu153,1.14e+004,,,cps,0.937,,,ppm
Gd158,2.36e+004,,,cps,4.02,,,ppm
Tb159,1.12e+004,,,cps,0.475,,,ppm
Dy164,1.78e+004,,,cps,2.66,,,ppm
Ho165,1.17e+004,,,cps,0.476,,,ppm
Er166,1.22e+004,,,cps,1.5,,,ppm
Tm169,4.79e+003,,,cps,0.195,,,ppm
Yb174,1.05e+004,,,cps,1.34,,,ppm
Lu175,4.76e+003,,,cps,0.218,,,ppm
U238,1.61e+004,,,cps,1.15,,,ppm
Ga69,1.04e+005,,,cps,14.9,,,ppm
Sample ID:,1627-11
